species,genus,family,order
Diplosoma_retroversum,Diplosoma,Aizoaceae,Caryophyllales
Diplospora_dubia,Diplospora,Rubiaceae,Gentianales
Diplotaxis_assurgens,Diplotaxis,Brassicaceae,Brassicales
Diplotaxis_catholica,Diplotaxis,Brassicaceae,Brassicales
Diplotaxis_harra,Diplotaxis,Brassicaceae,Brassicales
Diplotaxis_tenuifolia,Diplotaxis,Brassicaceae,Brassicales
Diplotropis_brasiliensis,Diplotropis,Fabaceae,Fabales
Diplotropis_duckei,Diplotropis,Fabaceae,Fabales
Diplotropis_incexis,Diplotropis,Fabaceae,Fabales
Diplotropis_martiusii,Diplotropis,Fabaceae,Fabales
Diplotropis_purpurea,Diplotropis,Fabaceae,Fabales
Diplotropis_racemosa,Diplotropis,Fabaceae,Fabales
Diplotropis_triloba,Diplotropis,Fabaceae,Fabales
Diplycosia_acuminata,Diplycosia,Ericaceae,Ericales
Diplycosia_apoensis,Diplycosia,Ericaceae,Ericales
Diplycosia_chrysothrix,Diplycosia,Ericaceae,Ericales
Diplycosia_ciliolata,Diplycosia,Ericaceae,Ericales
Diplycosia_cinnamomifolia,Diplycosia,Ericaceae,Ericales
Diplycosia_clementium,Diplycosia,Ericaceae,Ericales
Diplycosia_commutata,Diplycosia,Ericaceae,Ericales
Diplycosia_kinabaluensis,Diplycosia,Ericaceae,Ericales
Diplycosia_memecyloides,Diplycosia,Ericaceae,Ericales
Diplycosia_penduliflora,Diplycosia,Ericaceae,Ericales
Diplycosia_pinifolia,Diplycosia,Ericaceae,Ericales
Diplycosia_pseudorufescens,Diplycosia,Ericaceae,Ericales
Diplycosia_punctulata,Diplycosia,Ericaceae,Ericales
Diplycosia_rufa,Diplycosia,Ericaceae,Ericales
Diplycosia_sanguinolenta,Diplycosia,Ericaceae,Ericales
Diplycosia_sphenophylla,Diplycosia,Ericaceae,Ericales
Diplycosia_urceolata,Diplycosia,Ericaceae,Ericales
Dipodium_paludosum,Dipodium,Orchidaceae,Asparagales
Dipogon_lignosus,Dipogon,Fabaceae,Fabales
Diporidium_greveanum,Diporidium,Ochnaceae,Malpighiales
Diposis_bulbocastanum,Diposis,Apiaceae,Apiales
Dipsacus_fullonum,Dipsacus,Caprifoliaceae,Dipsacales
Dipsacus_pilosus,Dipsacus,Caprifoliaceae,Dipsacales
Dipsacus_sativus,Dipsacus,Caprifoliaceae,Dipsacales
Dipterocarpus_alatus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_baudii,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_condorensis,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_cornutus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_costatus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_dyeri,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_glandulosus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_hispidus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_insignis,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_intricatus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_kerrii,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_obtusifolius,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_palembanicus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_retusus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_tuberculatus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocarpus_zeylanicus,Dipterocarpus,Dipterocarpaceae,Malvales
Dipterocome_pusilla,Dipterocome,Asteraceae,Asterales
Dipteronia_dyeriana,Dipteronia,Aceraceae,Sapindales
Dipteronia_sinensis,Dipteronia,Aceraceae,Sapindales
Dipteropeltis_poranoides,Dipteropeltis,Convolvulaceae,Solanales
Dipterygium_glaucum,Dipterygium,Capparaceae,Brassicales
Dipteryx_alata,Dipteryx,Fabaceae,Fabales
Dipteryx_magnifica,Dipteryx,Fabaceae,Fabales
Dipteryx_odorata,Dipteryx,Fabaceae,Fabales
Dipteryx_oleifera,Dipteryx,Fabaceae,Fabales
Dipteryx_polyphylla,Dipteryx,Fabaceae,Fabales
Dipteryx_punctata,Dipteryx,Fabaceae,Fabales
Dipteryx_rosea,Dipteryx,Fabaceae,Fabales
Diptychandra_aurantiaca,Diptychandra,Fabaceae,Fabales
Diptychocarpus_strictus,Diptychocarpus,Brassicaceae,Brassicales
Dirachma_socotrana,Dirachma,Dirachmaceae,Rosales
Dirca_palustris,Dirca,Thymelaeaceae,Malvales
Disa_aconitoides,Disa,Orchidaceae,Asparagales
Disa_alticola,Disa,Orchidaceae,Asparagales
Disa_amoena,Disa,Orchidaceae,Asparagales
Disa_aristata,Disa,Orchidaceae,Asparagales
Disa_atricapilla,Disa,Orchidaceae,Asparagales
Disa_atrorubens,Disa,Orchidaceae,Asparagales
Disa_aurata,Disa,Orchidaceae,Asparagales
Disa_barbata,Disa,Orchidaceae,Asparagales
Disa_baurii,Disa,Orchidaceae,Asparagales
Disa_bivalvata,Disa,Orchidaceae,Asparagales
Disa_bodkinii,Disa,Orchidaceae,Asparagales
Disa_bolusiana,Disa,Orchidaceae,Asparagales
Disa_borbonica,Disa,Orchidaceae,Asparagales
Disa_brachyceras,Disa,Orchidaceae,Asparagales
Disa_bracteata,Disa,Orchidaceae,Asparagales
Disa_brevicornis,Disa,Orchidaceae,Asparagales
Disa_buchenaviana,Disa,Orchidaceae,Asparagales
Disa_caffra,Disa,Orchidaceae,Asparagales
Disa_cardinalis,Disa,Orchidaceae,Asparagales
Disa_caulescens,Disa,Orchidaceae,Asparagales
Disa_celata,Disa,Orchidaceae,Asparagales
Disa_cephalotes,Disa,Orchidaceae,Asparagales
Disa_chrysostachya,Disa,Orchidaceae,Asparagales
Disa_comosa,Disa,Orchidaceae,Asparagales
Disa_conferta,Disa,Orchidaceae,Asparagales
Disa_cooperi,Disa,Orchidaceae,Asparagales
Disa_cornuta,Disa,Orchidaceae,Asparagales
Disa_crassicornis,Disa,Orchidaceae,Asparagales
Disa_cylindrica,Disa,Orchidaceae,Asparagales
Disa_densiflora,Disa,Orchidaceae,Asparagales
Disa_draconis,Disa,Orchidaceae,Asparagales
Disa_elegans,Disa,Orchidaceae,Asparagales
Disa_erubescens,Disa,Orchidaceae,Asparagales
Disa_extinctoria,Disa,Orchidaceae,Asparagales
Disa_fasciata,Disa,Orchidaceae,Asparagales
Disa_ferruginea,Disa,Orchidaceae,Asparagales
Disa_filicornis,Disa,Orchidaceae,Asparagales
Disa_fragrans,Disa,Orchidaceae,Asparagales
Disa_galpinii,Disa,Orchidaceae,Asparagales
Disa_gladioliflora,Disa,Orchidaceae,Asparagales
Disa_glandulosa,Disa,Orchidaceae,Asparagales
Disa_graminifolia,Disa,Orchidaceae,Asparagales
Disa_hallackii,Disa,Orchidaceae,Asparagales
Disa_harveyana,Disa,Orchidaceae,Asparagales
Disa_hians,Disa,Orchidaceae,Asparagales
Disa_hircicornis,Disa,Orchidaceae,Asparagales
Disa_intermedia,Disa,Orchidaceae,Asparagales
Disa_karooica,Disa,Orchidaceae,Asparagales
Disa_longicornu,Disa,Orchidaceae,Asparagales
Disa_lugens,Disa,Orchidaceae,Asparagales
Disa_marlothii,Disa,Orchidaceae,Asparagales
Disa_miniata,Disa,Orchidaceae,Asparagales
Disa_montana,Disa,Orchidaceae,Asparagales
Disa_multifida,Disa,Orchidaceae,Asparagales
Disa_nervosa,Disa,Orchidaceae,Asparagales
Disa_nivea,Disa,Orchidaceae,Asparagales
Disa_obtusa,Disa,Orchidaceae,Asparagales
Disa_ocellata,Disa,Orchidaceae,Asparagales
Disa_ochrostachya,Disa,Orchidaceae,Asparagales
Disa_ophrydea,Disa,Orchidaceae,Asparagales
Disa_oreophila,Disa,Orchidaceae,Asparagales
Disa_ornithantha,Disa,Orchidaceae,Asparagales
Disa_ovalifolia,Disa,Orchidaceae,Asparagales
Disa_patula,Disa,Orchidaceae,Asparagales
Disa_perplexa,Disa,Orchidaceae,Asparagales
Disa_pillansii,Disa,Orchidaceae,Asparagales
Disa_polygonoides,Disa,Orchidaceae,Asparagales
Disa_pulchra,Disa,Orchidaceae,Asparagales
Disa_purpurascens,Disa,Orchidaceae,Asparagales
Disa_pygmaea,Disa,Orchidaceae,Asparagales
Disa_racemosa,Disa,Orchidaceae,Asparagales
Disa_remota,Disa,Orchidaceae,Asparagales
Disa_reticulata,Disa,Orchidaceae,Asparagales
Disa_rhodantha,Disa,Orchidaceae,Asparagales
Disa_richardiana,Disa,Orchidaceae,Asparagales
Disa_robusta,Disa,Orchidaceae,Asparagales
Disa_rosea,Disa,Orchidaceae,Asparagales
Disa_rufescens,Disa,Orchidaceae,Asparagales
Disa_sabulosa,Disa,Orchidaceae,Asparagales
Disa_sagittalis,Disa,Orchidaceae,Asparagales
Disa_salteri,Disa,Orchidaceae,Asparagales
Disa_sanguinea,Disa,Orchidaceae,Asparagales
Disa_sankeyi,Disa,Orchidaceae,Asparagales
Disa_satyriopsis,Disa,Orchidaceae,Asparagales
Disa_saxicola,Disa,Orchidaceae,Asparagales
Disa_schizodioides,Disa,Orchidaceae,Asparagales
Disa_schlechteriana,Disa,Orchidaceae,Asparagales
Disa_scullyi,Disa,Orchidaceae,Asparagales
Disa_similis,Disa,Orchidaceae,Asparagales
Disa_spathulata,Disa,Orchidaceae,Asparagales
Disa_stachyoides,Disa,Orchidaceae,Asparagales
Disa_stairsii,Disa,Orchidaceae,Asparagales
Disa_stricta,Disa,Orchidaceae,Asparagales
Disa_subtenuicornis,Disa,Orchidaceae,Asparagales
Disa_telipogonis,Disa,Orchidaceae,Asparagales
Disa_tenella,Disa,Orchidaceae,Asparagales
Disa_tenuifolia,Disa,Orchidaceae,Asparagales
Disa_tenuis,Disa,Orchidaceae,Asparagales
Disa_thodei,Disa,Orchidaceae,Asparagales
Disa_triloba,Disa,Orchidaceae,Asparagales
Disa_tripetaloides,Disa,Orchidaceae,Asparagales
Disa_tysonii,Disa,Orchidaceae,Asparagales
Disa_ukingensis,Disa,Orchidaceae,Asparagales
Disa_uncinata,Disa,Orchidaceae,Asparagales
Disa_uniflora,Disa,Orchidaceae,Asparagales
Disa_vasselotii,Disa,Orchidaceae,Asparagales
Disa_venosa,Disa,Orchidaceae,Asparagales
Disa_venusta,Disa,Orchidaceae,Asparagales
Disa_versicolor,Disa,Orchidaceae,Asparagales
Disa_vigilans,Disa,Orchidaceae,Asparagales
Disa_virginalis,Disa,Orchidaceae,Asparagales
Disa_walleri,Disa,Orchidaceae,Asparagales
Disa_woodii,Disa,Orchidaceae,Asparagales
Disa_zimbabweensis,Disa,Orchidaceae,Asparagales
Disa_zombica,Disa,Orchidaceae,Asparagales
Disa_zuluensis,Disa,Orchidaceae,Asparagales
Disanthus_cercidifolius,Disanthus,Hamamelidaceae,Saxifragales
Discaria_chacaye,Discaria,Rhamnaceae,Rosales
Discaria_toumatou,Discaria,Rhamnaceae,Rosales
Dischidia_chinensis,Dischidia,Apocynaceae,Gentianales
Dischisma_ciliatum,Dischisma,Scrophulariaceae,Lamiales
Disciphania_killipii,Disciphania,Menispermaceae,Ranunculales
Discocactus_zehntneri,Discocactus,Cactaceae,Caryophyllales
Discocarpus_essequeboensis,Discocarpus,Phyllanthaceae,Malpighiales
Discoclaoxylon_hexandrum,Discoclaoxylon,Euphorbiaceae,Malpighiales
Discocleidion_rufescens,Discocleidion,Euphorbiaceae,Malpighiales
Discocnide_mexicana,Discocnide,Urticaceae,Rosales
Discoglypremna_caloneura,Discoglypremna,Euphorbiaceae,Malpighiales
Discophora_guianensis,Discophora,Stemonuraceae,Aquifoliales
Discyphus_scopulariae,Discyphus,Orchidaceae,Asparagales
Disepalum_platypetalum,Disepalum,Annonaceae,Magnoliales
Disepalum_pulchrum,Disepalum,Annonaceae,Magnoliales
Disocactus_flagelliformis,Disocactus,Cactaceae,Caryophyllales
Disparago_anomala,Disparago,Asteraceae,Asterales
Disperis_anthoceros,Disperis,Orchidaceae,Asparagales
Disperis_bodkinii,Disperis,Orchidaceae,Asparagales
Disperis_bolusiana,Disperis,Orchidaceae,Asparagales
Disperis_capensis,Disperis,Orchidaceae,Asparagales
Disperis_cardiophora,Disperis,Orchidaceae,Asparagales
Disperis_circumflexa,Disperis,Orchidaceae,Asparagales
Disperis_concinna,Disperis,Orchidaceae,Asparagales
Disperis_cucullata,Disperis,Orchidaceae,Asparagales
Disperis_dicerochila,Disperis,Orchidaceae,Asparagales
Disperis_fanniniae,Disperis,Orchidaceae,Asparagales
Disperis_lindleyana,Disperis,Orchidaceae,Asparagales
Disperis_macowanii,Disperis,Orchidaceae,Asparagales
Disperis_neilgherrensis,Disperis,Orchidaceae,Asparagales
Disperis_oppositifolia,Disperis,Orchidaceae,Asparagales
Disperis_oxyglossa,Disperis,Orchidaceae,Asparagales
Disperis_paludosa,Disperis,Orchidaceae,Asparagales
Disperis_purpurata,Disperis,Orchidaceae,Asparagales
Disperis_renibractea,Disperis,Orchidaceae,Asparagales
Disperis_stenoplectron,Disperis,Orchidaceae,Asparagales
Disperis_tripetaloides,Disperis,Orchidaceae,Asparagales
Disperis_tysonii,Disperis,Orchidaceae,Asparagales
Disperis_villosa,Disperis,Orchidaceae,Asparagales
Disperis_wealei,Disperis,Orchidaceae,Asparagales
Disphyma_crassifolium,Disphyma,Aizoaceae,Caryophyllales
Disphyma_dunsdonii,Disphyma,Aizoaceae,Caryophyllales
Disporopsis_aspersa,Disporopsis,Asparagaceae,Asparagales
Disporopsis_fuscopicta,Disporopsis,Asparagaceae,Asparagales
Disporopsis_longifolia,Disporopsis,Asparagaceae,Asparagales
Disporopsis_pernyi,Disporopsis,Asparagaceae,Asparagales
Disporum_bodinieri,Disporum,Colchicaceae,Liliales
Disporum_cantoniense,Disporum,Colchicaceae,Liliales
Disporum_nantouense,Disporum,Colchicaceae,Liliales
Disporum_sessile,Disporum,Colchicaceae,Liliales
Disporum_smilacinum,Disporum,Colchicaceae,Liliales
Disporum_uniflorum,Disporum,Colchicaceae,Liliales
Disporum_viridescens,Disporum,Colchicaceae,Liliales
Dissiliaria_muelleri,Dissiliaria,Picrodendraceae,Malpighiales
Dissocarpus_paradoxus,Dissocarpus,Amaranthaceae,Caryophyllales
Dissochondrus_biflorus,Dissochondrus,Poaceae,Poales
Dissotis_fruticosa,Dissotis,Melastomataceae,Myrtales
Dissotis_princeps,Dissotis,Melastomataceae,Myrtales
Disteganthus_basilateralis,Disteganthus,Bromeliaceae,Poales
Distemonanthus_benthamianus,Distemonanthus,Fabaceae,Fabales
Distephanus_divaricatus,Distephanus,Asteraceae,Asterales
Distephanus_populifolius,Distephanus,Asteraceae,Asterales
Disterigma_agathosmoides,Disterigma,Ericaceae,Ericales
Disterigma_alaternoides,Disterigma,Ericaceae,Ericales
Disterigma_ovatum,Disterigma,Ericaceae,Ericales
Disterigma_pallidum,Disterigma,Ericaceae,Ericales
Disterigma_pentandrum,Disterigma,Ericaceae,Ericales
Disterigma_pernettyoides,Disterigma,Ericaceae,Ericales
Disterigma_pseudokillipiella,Disterigma,Ericaceae,Ericales
Disterigma_rimbachii,Disterigma,Ericaceae,Ericales
Disterigma_trimerum,Disterigma,Ericaceae,Ericales
Distichia_acicularis,Distichia,Juncaceae,Poales
Distichlis_humilis,Distichlis,Poaceae,Poales
Distichlis_spicata,Distichlis,Poaceae,Poales
Distichochlamys_rubrostriata,Distichochlamys,Zingiberaceae,Zingiberales
Distyliopsis_tutcheri,Distyliopsis,Hamamelidaceae,Saxifragales
Distylium_myricoides,Distylium,Hamamelidaceae,Saxifragales
Distylium_racemosum,Distylium,Hamamelidaceae,Saxifragales
Disynstemon_paullinioides,Disynstemon,Fabaceae,Fabales
Ditassa_auriflora,Ditassa,Apocynaceae,Gentianales
Ditassa_banksii,Ditassa,Apocynaceae,Gentianales
Ditassa_blanchetii,Ditassa,Apocynaceae,Gentianales
Ditassa_capillaris,Ditassa,Apocynaceae,Gentianales
Ditassa_conceptionis,Ditassa,Apocynaceae,Gentianales
Ditassa_cordeiroana,Ditassa,Apocynaceae,Gentianales
Ditassa_crassifolia,Ditassa,Apocynaceae,Gentianales
Ditassa_eximia,Ditassa,Apocynaceae,Gentianales
Ditassa_fasciculata,Ditassa,Apocynaceae,Gentianales
Ditassa_hastata,Ditassa,Apocynaceae,Gentianales
Ditassa_hispida,Ditassa,Apocynaceae,Gentianales
Ditassa_mucronata,Ditassa,Apocynaceae,Gentianales
Ditassa_obcordata,Ditassa,Apocynaceae,Gentianales
Ditassa_pohliana,Ditassa,Apocynaceae,Gentianales
Ditassa_retusa,Ditassa,Apocynaceae,Gentianales
Ditassa_rotundifolia,Ditassa,Apocynaceae,Gentianales
Ditassa_tomentosa,Ditassa,Apocynaceae,Gentianales
Ditaxis_argothamnoides,Ditaxis,Euphorbiaceae,Malpighiales
Ditaxis_montevidensis,Ditaxis,Euphorbiaceae,Malpighiales
Dithyrostegia_amplexicaulis,Dithyrostegia,Asteraceae,Asterales
Ditrysinia_fruticosa,Ditrysinia,Euphorbiaceae,Malpighiales
Ditta_myricoides,Ditta,Euphorbiaceae,Malpighiales
Dittrichia_viscosa,Dittrichia,Asteraceae,Asterales
Diuranthera_major,Diuranthera,Asparagaceae,Asparagales
Diuris_laxiflora,Diuris,Orchidaceae,Asparagales
Diuris_sulphurea,Diuris,Orchidaceae,Asparagales
Djinga_felicis,Djinga,Podostemaceae,Malpighiales
Dobinea_vulgaris,Dobinea,Anacardiaceae,Sapindales
Docynia_delavayi,Docynia,Rosaceae,Rosales
Docynia_indica,Docynia,Rosaceae,Rosales
Docyniopsis_tschonoskii,Docyniopsis,Rosaceae,Rosales
Dodartia_orientalis,Dodartia,Phrymaceae,Lamiales
Dodecadenia_grandiflora,Dodecadenia,Lauraceae,Laurales
Dodecastigma_amazonicum,Dodecastigma,Euphorbiaceae,Malpighiales
Dodonaea_triquetra,Dodonaea,Sapindaceae,Sapindales
Dodonaea_viscosa,Dodonaea,Sapindaceae,Sapindales
Doerpfeldia_cubensis,Doerpfeldia,Rhamnaceae,Rosales
Dolichandra_unguiscati,Dolichandra,Bignoniaceae,Lamiales
Dolichandrone_spathacea,Dolichandrone,Bignoniaceae,Lamiales
Dolichlasium_lagascae,Dolichlasium,Asteraceae,Asterales
Dolichodelphys_chlorocrater,Dolichodelphys,Rubiaceae,Gentianales
Dolicholobium_macgregorii,Dolicholobium,Rubiaceae,Gentianales
Dolicholobium_oblongifolium,Dolicholobium,Rubiaceae,Gentianales
Dolicholobium_oxylobum,Dolicholobium,Rubiaceae,Gentianales
Dolichopsis_ligulata,Dolichopsis,Fabaceae,Fabales
Dolichopsis_paraguariensis,Dolichopsis,Fabaceae,Fabales
Dolichos_decumbens,Dolichos,Fabaceae,Fabales
Dolichos_trilobus,Dolichos,Fabaceae,Fabales
Dolichos_trinervatus,Dolichos,Fabaceae,Fabales
Dolichothrix_ericoides,Dolichothrix,Asteraceae,Asterales
Dolichoura_spiritusanctensis,Dolichoura,Melastomataceae,Myrtales
Doliocarpus_elegans,Doliocarpus,Dilleniaceae,Dilleniales
Doliocarpus_major,Doliocarpus,Dilleniaceae,Dilleniales
Doliocarpus_multiflorus,Doliocarpus,Dilleniaceae,Dilleniales
Doliocarpus_subandinus,Doliocarpus,Dilleniaceae,Dilleniales
Doliocarpus_validus,Doliocarpus,Dilleniaceae,Dilleniales
Dolomiaea_souliei,Dolomiaea,Asteraceae,Asterales
Dombeya_autumnalis,Dombeya,Malvaceae,Malvales
Dombeya_burgessiae,Dombeya,Malvaceae,Malvales
Dombeya_cymosa,Dombeya,Malvaceae,Malvales
Dombeya_rotundifolia,Dombeya,Malvaceae,Malvales
Dombeya_spectabilis,Dombeya,Malvaceae,Malvales
Dombeya_tiliacea,Dombeya,Malvaceae,Malvales
Domingoa_nodosa,Domingoa,Orchidaceae,Asparagales
Donatia_fascicularis,Donatia,Stylidiaceae,Asterales
Donax_canniformis,Donax,Marantaceae,Zingiberales
Doniophyton_anomalum,Doniophyton,Asteraceae,Asterales
Doniophyton_weddellii,Doniophyton,Asteraceae,Asterales
Donnellsmithia_cordata,Donnellsmithia,Apiaceae,Apiales
Dontostemon_dentatus,Dontostemon,Brassicaceae,Brassicales
Dontostemon_glandulosus,Dontostemon,Brassicaceae,Brassicales
Dontostemon_integrifolius,Dontostemon,Brassicaceae,Brassicales
Dopatrium_junceum,Dopatrium,Plantaginaceae,Lamiales
Doratoxylon_chouxii,Doratoxylon,Sapindaceae,Sapindales
Doronicum_kamaonense,Doronicum,Asteraceae,Asterales
Doronicum_pardalianches,Doronicum,Asteraceae,Asterales
Dorstenia_choconiana,Dorstenia,Moraceae,Rosales
Dorstenia_contrajerva,Dorstenia,Moraceae,Rosales
Dorstenia_turbinata,Dorstenia,Moraceae,Rosales
Doryanthes_excelsa,Doryanthes,Doryanthaceae,Asparagales
Doryanthes_palmeri,Doryanthes,Doryanthaceae,Asparagales
Dorycnium_herbaceum,Dorycnium,Fabaceae,Fabales
Dorycnium_pentaphyllum,Dorycnium,Fabaceae,Fabales
Doryphora_aromatica,Doryphora,Atherospermataceae,Laurales
Doryphora_sassafras,Doryphora,Atherospermataceae,Laurales
Dorystaechas_hastata,Dorystaechas,Lamiaceae,Lamiales
Dossinia_marmorata,Dossinia,Orchidaceae,Asparagales
Dovyalis_caffra,Dovyalis,Salicaceae,Malpighiales
Dovyalis_hispidula,Dovyalis,Salicaceae,Malpighiales
Dovyalis_longispina,Dovyalis,Salicaceae,Malpighiales
Dovyalis_lucida,Dovyalis,Salicaceae,Malpighiales
Dovyalis_macrocalyx,Dovyalis,Salicaceae,Malpighiales
Dovyalis_rhamnoides,Dovyalis,Salicaceae,Malpighiales
Dovyalis_xanthocarpa,Dovyalis,Salicaceae,Malpighiales
Doyerea_emetocathartica,Doyerea,Cucurbitaceae,Cucurbitales
Draba_aizoides,Draba,Brassicaceae,Brassicales
Draba_alpina,Draba,Brassicaceae,Brassicales
Draba_altaica,Draba,Brassicaceae,Brassicales
Draba_aurea,Draba,Brassicaceae,Brassicales
Draba_cinerea,Draba,Brassicaceae,Brassicales
Draba_corymbosa,Draba,Brassicaceae,Brassicales
Draba_crassifolia,Draba,Brassicaceae,Brassicales
Draba_fladnizensis,Draba,Brassicaceae,Brassicales
Draba_glabella,Draba,Brassicaceae,Brassicales
Draba_incana,Draba,Brassicaceae,Brassicales
Draba_juvenilis,Draba,Brassicaceae,Brassicales
Draba_lactea,Draba,Brassicaceae,Brassicales
Draba_lanceolata,Draba,Brassicaceae,Brassicales
Draba_micropetala,Draba,Brassicaceae,Brassicales
Draba_nemorosa,Draba,Brassicaceae,Brassicales
Draba_nivalis,Draba,Brassicaceae,Brassicales
Draba_norvegica,Draba,Brassicaceae,Brassicales
Draba_oblongata,Draba,Brassicaceae,Brassicales
Draba_oligosperma,Draba,Brassicaceae,Brassicales
Draba_pauciflora,Draba,Brassicaceae,Brassicales
Draba_pilosa,Draba,Brassicaceae,Brassicales
Draba_simmonsii,Draba,Brassicaceae,Brassicales
Draba_subcapitata,Draba,Brassicaceae,Brassicales
Drabastrum_alpestre,Drabastrum,Brassicaceae,Brassicales
Dracaena_aletriformis,Dracaena,Asparagaceae,Asparagales
Dracaena_angustifolia,Dracaena,Asparagaceae,Asparagales
Dracaena_aubryana,Dracaena,Asparagaceae,Asparagales
Dracaena_draco,Dracaena,Asparagaceae,Asparagales
Dracaena_laxissima,Dracaena,Asparagaceae,Asparagales
Dracaena_mannii,Dracaena,Asparagaceae,Asparagales
Dracaena_transvaalensis,Dracaena,Asparagaceae,Asparagales
Dracocephalum_grandiflorum,Dracocephalum,Lamiaceae,Lamiales
Dracocephalum_moldavica,Dracocephalum,Lamiaceae,Lamiales
Dracocephalum_rupestre,Dracocephalum,Lamiaceae,Lamiales
Dracocephalum_ruyschiana,Dracocephalum,Lamiaceae,Lamiales
Dracontioides_desciscens,Dracontioides,Araceae,Alismatales
Dracontium_polyphyllum,Dracontium,Araceae,Alismatales
Dracontomelon_dao,Dracontomelon,Anacardiaceae,Sapindales
Dracontomelon_lenticulatum,Dracontomelon,Anacardiaceae,Sapindales
Dracophilus_dealbatus,Dracophilus,Aizoaceae,Caryophyllales
Dracophyllum_acerosum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_alticola,Dracophyllum,Ericaceae,Ericales
Dracophyllum_arboreum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_balansae,Dracophyllum,Ericaceae,Ericales
Dracophyllum_cosmelioides,Dracophyllum,Ericaceae,Ericales
Dracophyllum_densum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_filifolium,Dracophyllum,Ericaceae,Ericales
Dracophyllum_fiordense,Dracophyllum,Ericaceae,Ericales
Dracophyllum_fitzgeraldii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_involucratum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_kirkii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_latifolium,Dracophyllum,Ericaceae,Ericales
Dracophyllum_longifolium,Dracophyllum,Ericaceae,Ericales
Dracophyllum_mackeeanum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_macranthum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_menziesii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_milliganii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_minimum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_muscoides,Dracophyllum,Ericaceae,Ericales
Dracophyllum_oceanicum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_ophioliticum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_ouaiemense,Dracophyllum,Ericaceae,Ericales
Dracophyllum_patens,Dracophyllum,Ericaceae,Ericales
Dracophyllum_pronum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_ramosum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_rosmarinifolium,Dracophyllum,Ericaceae,Ericales
Dracophyllum_sayeri,Dracophyllum,Ericaceae,Ericales
Dracophyllum_scoparium,Dracophyllum,Ericaceae,Ericales
Dracophyllum_secundum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_strictum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_townsonii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_traversii,Dracophyllum,Ericaceae,Ericales
Dracophyllum_trimorphum,Dracophyllum,Ericaceae,Ericales
Dracophyllum_verticillatum,Dracophyllum,Ericaceae,Ericales
Dracula_chimaera,Dracula,Orchidaceae,Asparagales
Dracula_erythrochaete,Dracula,Orchidaceae,Asparagales
Dracula_pusilla,Dracula,Orchidaceae,Asparagales
Dracunculus_vulgaris,Dracunculus,Araceae,Alismatales
Drakaea_concolor,Drakaea,Orchidaceae,Asparagales
Dransfieldia_micrantha,Dransfieldia,Arecoideae,Arecales
Drapetes_muscoides,Drapetes,Thymelaeaceae,Malvales
Dregea_abyssinica,Dregea,Apocynaceae,Gentianales
Dregea_sinensis,Dregea,Apocynaceae,Gentianales
Dregea_volubilis,Dregea,Apocynaceae,Gentianales
Drepananthus_biovulatus,Drepananthus,Annonaceae,Magnoliales
Drepananthus_cauliflorus,Drepananthus,Annonaceae,Magnoliales
Drepananthus_deltoideus,Drepananthus,Annonaceae,Magnoliales
Drepananthus_havilandii,Drepananthus,Annonaceae,Magnoliales
Drepananthus_hexagynus,Drepananthus,Annonaceae,Magnoliales
Drepananthus_kingii,Drepananthus,Annonaceae,Magnoliales
Drepananthus_magnificus,Drepananthus,Annonaceae,Magnoliales
Drepananthus_obtusifolius,Drepananthus,Annonaceae,Magnoliales
