Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
53000	-839.3587	-838.5984	-0.7603106	0.5697992	0.190511	0.190511	0.06632309	0.9336769	1e-06	0.0663231	1e-06	1e-06	0.933677	1e-06	0.0663231	0.933677
53500	-839.7868	-839.0301	-0.7566643	0.5923658	0.164299	0.164299	0.07430852	0.9256915	1e-06	0.0743085	1e-06	1e-06	0.925691	1e-06	0.0743085	0.925691
54000	-897.0958	-896.2875	-0.8082328	0.6475144	0.160718	0.160718	0.06818822	0.9318118	1e-06	0.0681882	1e-06	1e-06	0.931812	1e-06	0.0681882	0.931812
54500	-866.2976	-865.6607	-0.6368763	0.6086111	0.0282652	0.0282652	0.06507527	0.9349247	1e-06	0.0650753	1e-06	1e-06	0.934925	1e-06	0.0650753	0.934925
55000	-935.1532	-934.438	-0.7152068	0.7000036	0.0152032	0.0152032	0.06546381	0.9345362	1e-06	0.0654638	1e-06	1e-06	0.934536	1e-06	0.0654638	0.934536
55500	-826.8189	-826.1802	-0.6386418	0.5578163	0.0808255	0.0808255	0.08523114	0.9147689	1e-06	0.0852311	1e-06	1e-06	0.914769	1e-06	0.0852311	0.914769
56000	-857.4392	-856.7239	-0.7152223	0.6139403	0.101282	0.101282	0.06915429	0.9308457	1e-06	0.0691543	1e-06	1e-06	0.930846	1e-06	0.0691543	0.930846
56500	-840.4531	-839.8001	-0.6529813	0.5533252	0.0996562	0.0996562	0.07564491	0.9243551	1e-06	0.0756449	1e-06	1e-06	0.924355	1e-06	0.0756449	0.924355
57000	-910.8549	-910.0461	-0.8088098	0.7363523	0.0724575	0.0724575	0.06259079	0.9374092	1e-06	0.0625908	1e-06	1e-06	0.937409	1e-06	0.0625908	0.937409
57500	-875.2539	-874.5534	-0.7005051	0.597423	0.103082	0.103082	0.06731898	0.932681	1e-06	0.067319	1e-06	1e-06	0.932681	1e-06	0.067319	0.932681
58000	-851.2452	-850.511	-0.7342065	0.5120879	0.222119	0.222119	0.07089155	0.9291085	1e-06	0.0708915	1e-06	1e-06	0.929108	1e-06	0.0708915	0.929108
58500	-897.6647	-897.0209	-0.6438147	0.6409108	0.00290395	0.00290395	0.05543201	0.944568	1e-06	0.055432	1e-06	1e-06	0.944568	1e-06	0.055432	0.944568
59000	-849.3778	-848.5486	-0.8292766	0.5664491	0.262828	0.262828	0.06951836	0.9304816	1e-06	0.0695184	1e-06	1e-06	0.930482	1e-06	0.0695184	0.930482
59500	-881.2322	-880.5749	-0.6572945	0.6029258	0.0543688	0.0543688	0.06684916	0.9331508	1e-06	0.0668492	1e-06	1e-06	0.933151	1e-06	0.0668492	0.933151
60000	-850.3618	-849.641	-0.7208226	0.630955	0.0898676	0.0898676	0.06653629	0.9334637	1e-06	0.0665363	1e-06	1e-06	0.933464	1e-06	0.0665363	0.933464
60500	-838.9943	-838.3307	-0.6635703	0.6317545	0.0318158	0.0318158	0.05495461	0.9450454	1e-06	0.0549546	1e-06	1e-06	0.945045	1e-06	0.0549546	0.945045
61000	-857.7833	-857.1082	-0.6751565	0.6155572	0.0595993	0.0595993	0.07195778	0.9280422	1e-06	0.0719578	1e-06	1e-06	0.928042	1e-06	0.0719578	0.928042
61500	-845.9427	-845.0404	-0.9023207	0.5504065	0.351914	0.351914	0.0719911	0.9280089	1e-06	0.0719911	1e-06	1e-06	0.928009	1e-06	0.0719911	0.928009
62000	-867.5617	-866.9165	-0.6451151	0.5950933	0.0500218	0.0500218	0.06605088	0.9339491	1e-06	0.0660509	1e-06	1e-06	0.933949	1e-06	0.0660509	0.933949
62500	-843.6102	-842.9908	-0.6194059	0.5969823	0.0224236	0.0224236	0.0771503	0.9228497	1e-06	0.0771503	1e-06	1e-06	0.92285	1e-06	0.0771503	0.92285
63000	-862.8402	-862.2531	-0.5871379	0.582924	0.0042139	0.0042139	0.07418084	0.9258192	1e-06	0.0741808	1e-06	1e-06	0.925819	1e-06	0.0741808	0.925819
63500	-851.5102	-850.7647	-0.7455038	0.6419804	0.103523	0.103523	0.06285478	0.9371452	1e-06	0.0628548	1e-06	1e-06	0.937145	1e-06	0.0628548	0.937145
64000	-791.4369	-790.8136	-0.6232583	0.5291611	0.0940972	0.0940972	0.05898055	0.9410194	1e-06	0.0589806	1e-06	1e-06	0.941019	1e-06	0.0589806	0.941019
64500	-818.5497	-817.966	-0.5836193	0.5611249	0.0224944	0.0224944	0.07912303	0.920877	1e-06	0.079123	1e-06	1e-06	0.920877	1e-06	0.079123	0.920877
65000	-823.6172	-823.059	-0.5582124	0.4928334	0.065379	0.065379	0.07898049	0.9210195	1e-06	0.0789805	1e-06	1e-06	0.92102	1e-06	0.0789805	0.92102
65500	-896.8678	-896.2117	-0.6560908	0.6205458	0.035545	0.035545	0.07079142	0.9292086	1e-06	0.0707914	1e-06	1e-06	0.929209	1e-06	0.0707914	0.929209
66000	-821.558	-820.9888	-0.5692048	0.4937457	0.0754591	0.0754591	0.0716529	0.9283471	1e-06	0.0716529	1e-06	1e-06	0.928347	1e-06	0.0716529	0.928347
66500	-872.9271	-872.2652	-0.6619051	0.6505047	0.0114004	0.0114004	0.07318509	0.9268149	1e-06	0.0731851	1e-06	1e-06	0.926815	1e-06	0.0731851	0.926815
