Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
9200	-387.7796	-366.5505	-21.22912	0.821419	0.743764	0.653715	0.70955	0.888708	0.729963	0.742029	1.89312	1.73984	1.595	1.56363	1.48111	1.46153	2.26288	2.10084	1.88654	1.63986	1.75982	1.57663	1.66198	1.51457	1.82069	1.61482	1.51335	1.50316	1.5886	1.68287	1.67384	2.60164	2.34506	2.3099	2.21867	3.10605	2.90433	2.7489	2.5075	2.42311	2.39474	2.56973	2.5765	2.38565	2.36708	2.26881	2.26747	2.84191	2.65599	2.67035	2.4442	2.39498	2.37132	2.2552	2.3567	2.25521	2.27405	2.57265	2.46546	2.44665	2.43308	2.47807	2.32973	2.39025	2.36625	2.54433	3.09597	3.79228	3.30896	3.27388	3.18099	3.37948	3.14703	3.1326	3.02426	3.69046	3.67346	3.47852	3.32499	3.22576	3.21804	3.15359	3.11454	3.0953	2.98555	3.37384	3.35219	3.2293	3.28776	3.18876	3.17651	3.22335	3.24939	3.09051	3.17337	3.05469	3.09777	3.43507	3.29338	3.32327	3.25099	4.09833	3.9328	4.55963	4.14065	4.13039	4.01909	3.86908	4.17533	4.07604	4.0583	3.94802	4.02243	3.93671	3.95005	3.81833	4.23445	4.25996	4.09787	4.12966	4.01272	4.03377	4.99186	4.88	4.74537	5.10818	4.94211	4.96251	4.82743	5.83706	1.2345	1.11779	0.98246	1.06637	1.33563	1.09705	1.11519	0.0470374	0.0507001	0.0558893	0.0525354	0.0443213	0.0514222	0.0507896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.21962	-0.563687	-0.682451	0.850322	1.0525	-0.225667	-1.39391	-0.996028	0.0470374	0.0507001	0.0558893	0.0525354	0.0443213	0.0514222	0.0507896	0.02002759	0.2761591	0.3023803	0.7523282	0.0495121	-0.607348	-0.418437	-0.546318	-0.764472	-1.12784	0.60086	-0.447574
9300	-389.7245	-365.1696	-24.55489	0.645187	0.638043	0.628873	0.634682	0.650954	0.636705	0.637875	1.59528	1.59301	1.59549	1.67456	1.674	1.61635	1.59187	1.58978	1.59019	1.67051	1.60867	1.62595	1.58288	1.63402	1.61533	1.65995	1.67749	1.61636	1.61361	1.66499	1.60247	2.39173	2.4667	2.43894	2.44012	2.38829	2.3872	2.38726	2.46197	2.46088	2.4355	2.41407	2.39222	2.40149	2.45622	2.46561	2.41536	2.40714	2.41406	2.39402	2.45817	2.46183	2.43285	2.44179	2.47253	2.48009	2.42308	2.45355	2.46021	2.43337	2.47344	2.4338	2.45005	2.40025	2.42438	2.43973	3.27312	3.21051	3.28464	3.26743	3.26787	3.22674	3.29567	3.26176	3.269	3.23377	3.21966	3.22541	3.28815	3.29391	3.26168	3.27007	3.32317	3.2846	3.29076	3.28018	3.26208	3.2675	3.31561	3.32034	3.28364	3.28097	3.24702	3.25886	3.29092	3.30251	3.24916	3.27164	3.28202	3.24958	3.29391	4.17949	4.18829	4.12826	4.20456	4.17888	4.18515	4.22061	4.17568	4.24026	4.21103	4.2165	4.17628	4.23419	4.19077	4.2018	4.19136	4.16535	4.17539	4.22337	4.2333	4.19138	5.24271	5.28526	5.28101	5.22995	5.30389	5.26622	5.27781	6.59263	0.114678	0.113408	0.111779	0.112811	0.115703	0.113171	0.113379	0.0373119	0.0367285	0.0359841	0.0364551	0.0377804	0.0366195	0.0367149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124216	-0.923628	-0.355599	-0.0636357	-0.221177	-0.639669	-0.156325	2.3049	0.0373119	0.0367285	0.0359841	0.0364551	0.0377804	0.0366195	0.0367149	0.07400532	0.07061292	0.1747717	0.6388679	1.33019	1.90835	0.638064	-1.04461	-1.32578	-0.264386	-0.617929	-1.369
9400	-396.1418	-366.0199	-30.12188	0.631756	0.596749	0.55414	0.580833	0.660955	0.590367	0.595949	1.38065	1.32611	1.27634	1.27582	1.23703	1.23115	1.47856	1.43217	1.37025	1.31121	1.35017	1.28496	1.28745	1.25799	1.378	1.30284	1.25197	1.24958	1.28593	1.33254	1.31277	1.99058	1.92739	1.9055	1.86323	2.14437	2.08497	2.0363	2.00436	1.96456	1.94358	2.0034	1.98151	1.92111	1.93359	1.88619	1.88244	2.0979	2.03934	2.01674	1.96707	1.95054	1.93176	1.87972	1.92741	1.88011	1.88299	2.03361	1.98389	1.96548	1.96104	1.97617	1.91547	1.92189	1.92553	2.00522	2.5616	2.76337	2.67062	2.64335	2.60064	2.64166	2.58484	2.57048	2.52119	2.76927	2.73797	2.68007	2.66716	2.62019	2.60659	2.58513	2.56585	2.55442	2.50577	2.69715	2.67239	2.62073	2.64641	2.60028	2.58993	2.61801	2.60985	2.54966	2.59208	2.53892	2.54519	2.70768	2.6502	2.64226	2.62492	3.33364	3.24657	3.44	3.35197	3.33431	3.28437	3.2182	3.36111	3.31836	3.30367	3.25474	3.28072	3.24976	3.24716	3.19168	3.38839	3.37544	3.31541	3.33663	3.28397	3.28224	4.06644	4.01962	3.94975	4.10585	4.04675	4.04361	3.98655	4.82982	0.108408	0.102401	0.095089	0.0996695	0.113418	0.101306	0.102263	0.137212	0.137185	0.137148	0.137172	0.137247	0.13718	0.137184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.464251	2.19762	-0.813737	-1.16679	-0.00284258	3.30833	-0.800147	-1.06553	0.137212	0.137185	0.137148	0.137172	0.137247	0.13718	0.137184	0.02174627	0.2273515	0.07305101	0.6006827	0.329802	0.444822	-1.81227	-0.224789	1.56587	-0.682018	-1.05655	-1.23607
9500	-398.3988	-370.0949	-28.30394	0.575621	0.506545	0.429012	0.47675	0.637056	0.494479	0.505024	1.48076	1.40655	1.34202	1.48809	1.42177	1.32333	1.60289	1.53634	1.46349	1.54502	1.47572	1.41789	1.3246	1.39319	1.53724	1.50882	1.45016	1.35018	1.39403	1.56956	1.40565	2.11464	2.19442	2.10848	2.04309	2.30996	2.2364	2.17083	2.31686	2.25047	2.1654	2.18702	2.10342	2.04214	2.17809	2.1162	2.02034	2.30777	2.24546	2.16263	2.23742	2.21909	2.13246	2.0707	2.19522	2.13258	2.03376	2.33977	2.277	2.1912	2.25413	2.19479	2.13636	2.04011	2.09632	2.25595	2.85456	2.97705	3.05778	2.97632	2.91069	2.84945	2.92658	2.83772	2.77513	3.05008	2.97006	2.90723	3.0476	2.98434	2.89609	2.87992	2.94897	2.85805	2.79499	3.08243	3.00048	2.9373	3.07012	3.00638	2.9161	2.94682	2.85762	2.79742	2.92283	2.86215	2.76449	3.06674	3.00586	2.91724	2.9826	3.82207	3.69009	3.81391	3.89544	3.81002	3.74711	3.71491	3.84695	3.922	3.83491	3.77162	3.71133	3.78291	3.68959	3.62882	3.91608	3.83033	3.7694	3.90235	3.84104	3.74825	4.83706	4.86701	4.72884	4.85774	4.9373	4.84625	4.78582	6.18036	2.05011	1.80409	1.52795	1.69797	2.26892	1.76112	1.79867	0.111242	0.105471	0.0984157	0.102839	0.116046	0.104416	0.105338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0470901	-1.92539	-0.254504	-0.636141	-0.747751	1.18125	-1.79434	0.648988	0.111242	0.105471	0.0984157	0.102839	0.116046	0.104416	0.105338	0.08917646	0.2284838	1.044511	0.5140692	1.10645	-0.612755	-2.07051	0.539113	-2.62326	0.484304	0.211299	0.580669
9600	-390.3715	-366.2498	-24.12172	0.551306	0.514493	0.470303	0.497906	0.582354	0.507831	0.513657	1.67486	1.53782	1.39665	1.15189	1.10304	1.2085	2.04565	1.89929	1.68521	1.20412	1.48846	1.27124	1.51475	1.20089	1.50953	1.21062	1.11822	1.24133	1.32213	1.24341	1.4402	2.29016	1.77859	1.84101	1.77453	2.78634	2.59111	2.44238	1.88904	1.8358	1.90999	2.15961	2.26538	2.05069	1.8413	1.75791	1.89272	2.43269	2.22612	2.3381	1.89264	1.8311	1.91358	1.79746	1.79941	1.71118	1.88234	1.97303	1.8719	1.96247	1.84969	2.00153	1.8321	2.06025	1.95049	2.03114	2.48131	3.39658	2.566	2.62151	2.55168	2.93901	2.46535	2.56675	2.46591	3.17996	3.23768	3.0249	2.60614	2.52121	2.63334	2.54443	2.3717	2.47281	2.37127	2.64549	2.72199	2.59657	2.50287	2.41957	2.53237	2.56806	2.72938	2.54656	2.51552	2.39486	2.60355	2.76498	2.60709	2.77449	2.56622	3.35903	3.24816	4.07517	3.32176	3.42473	3.31819	3.09664	3.45488	3.15757	3.25765	3.15441	3.36976	3.11573	3.27441	3.13291	3.45437	3.60821	3.42044	3.28399	3.16607	3.33644	4.26017	4.00951	3.97141	4.42592	4.01407	4.18322	4.03399	5.08807	1.15506	1.07793	0.98535	1.04318	1.22011	1.06398	1.07618	0.0125401	0.0129201	0.013431	0.0131042	0.0122472	0.012993	0.0129291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.941304	0.905884	-0.56029	1.36789	0.418937	1.40596	-0.969995	-0.754177	0.0125401	0.0129201	0.013431	0.0131042	0.0122472	0.012993	0.0129291	0.05206885	0.2739379	0.1901513	0.5186084	0.484317	-1.47915	0.542622	-0.619007	-0.970124	-1.64674	1.158	-1.05845
9700	-389.8204	-368.2016	-21.61876	0.477851	0.520126	0.580701	0.541461	0.446771	0.528508	0.521164	1.5579	1.58398	1.58262	1.30188	1.3309	1.51387	1.57855	1.58941	1.59562	1.29194	1.49591	1.44562	1.64256	1.43157	1.46045	1.3222	1.30999	1.50405	1.49491	1.2926	1.53447	2.36002	2.04696	2.17231	2.19067	2.36008	2.37362	2.37693	2.01715	2.04319	2.16976	2.23916	2.36041	2.32767	2.09355	2.09412	2.28001	2.25528	2.22878	2.34679	2.07577	2.05233	2.18681	2.17477	2.04703	2.04887	2.25561	2.04097	2.03613	2.17035	2.0301	2.15968	2.12111	2.33342	2.22362	2.12781	2.93552	3.20057	2.81418	2.91922	2.93659	3.13388	2.84058	2.9896	2.98586	3.06242	3.15436	3.13054	2.82661	2.82962	2.97974	2.94087	2.75269	2.9127	2.91143	2.82827	2.94026	2.93134	2.7337	2.73966	2.90173	2.87782	3.04284	3.00824	2.86522	2.84915	3.06322	2.88409	2.85702	3.02173	2.84504	3.81348	3.83754	4.08041	3.70343	3.83899	3.83389	3.72218	3.82934	3.57097	3.71747	3.71562	3.87586	3.6544	3.84026	3.81827	3.74849	3.89587	3.86282	3.65406	3.63981	3.82718	4.90475	4.73401	4.81252	4.95702	4.65132	4.83276	4.80609	6.13803	1.1583	1.26078	1.40761	1.31249	1.08297	1.28109	1.26329	0.0277624	0.0277983	0.0278452	0.0278154	0.0277328	0.0278051	0.0277992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.361598	0.54104	-0.571991	-0.686177	0.0181778	-1.38382	1.18989	-0.581841	0.0277624	0.0277983	0.0278452	0.0278154	0.0277328	0.0278051	0.0277992	0.08832763	0.07547191	0.2856369	0.5150647	0.212723	-0.0974095	-1.09791	-0.282499	-0.930371	-1.50693	1.16811	-1.08188
9800	-390.8233	-365.0368	-25.78654	0.635495	0.658678	0.690072	0.669965	0.617702	0.663144	0.659233	1.70447	1.67491	1.62922	1.37813	1.39301	1.52613	1.86057	1.81269	1.73333	1.37485	1.59067	1.49371	1.71597	1.46879	1.56621	1.39682	1.38189	1.52687	1.54235	1.38018	1.60738	2.495	2.11563	2.21878	2.22176	2.67396	2.60699	2.55688	2.10393	2.11582	2.22672	2.35719	2.48748	2.39318	2.16672	2.15806	2.31048	2.45196	2.36312	2.4971	2.16261	2.12982	2.24632	2.21583	2.13036	2.11858	2.29531	2.13938	2.11884	2.24064	2.12558	2.25288	2.18698	2.40063	2.289	2.23408	2.9657	3.46311	2.87603	2.97395	2.97468	3.25663	2.90241	3.03173	3.01151	3.2699	3.36777	3.27529	2.9111	2.90146	3.0378	2.98673	2.83065	2.96035	2.93981	2.90816	3.01987	2.98344	2.83285	2.8244	2.96181	2.95035	3.11889	3.04449	2.93701	2.90348	3.10481	2.99618	2.93809	3.11057	2.93235	3.78804	3.80744	4.24775	3.71015	3.83999	3.81597	3.69698	3.8307	3.59049	3.71914	3.69743	3.86763	3.6575	3.82554	3.77828	3.77786	3.94082	3.86326	3.68454	3.65281	3.82848	4.72214	4.54477	4.61393	4.81147	4.49524	4.67001	4.6175	5.6027	0.41665	0.43185	0.452433	0.43925	0.404985	0.434778	0.432214	0.0668292	0.0701491	0.0747109	0.0717806	0.0643094	0.0707935	0.0702291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.915222	0.426167	-0.502961	1.36494	0.680511	0.661999	0.502917	0.68681	0.0668292	0.0701491	0.0747109	0.0717806	0.0643094	0.0707935	0.0702291	0.03615048	0.3703323	0.9705082	0.6559633	0.0592085	-1.48276	-0.704303	0.0741221	0.523864	-3.15807	-0.56354	-0.266179
9900	-388.1556	-365.8398	-22.31577	0.572143	0.57957	0.589364	0.583125	0.566338	0.580982	0.579746	1.40784	1.4239	1.44013	1.48746	1.50101	1.46589	1.38014	1.39213	1.41064	1.47293	1.42268	1.45247	1.43126	1.46657	1.41801	1.46754	1.49792	1.45957	1.44547	1.46147	1.43129	2.13577	2.19284	2.18554	2.20065	2.08989	2.10701	2.12098	2.16371	2.17671	2.17166	2.1406	2.13886	2.16125	2.1859	2.20862	2.18058	2.10962	2.12984	2.12977	2.17697	2.18204	2.17366	2.19586	2.19867	2.21968	2.18538	2.14967	2.16977	2.1634	2.18877	2.15897	2.18786	2.16044	2.17098	2.15367	2.92727	2.83893	2.89484	2.89734	2.91172	2.88097	2.93245	2.91956	2.94021	2.84455	2.84988	2.86903	2.9008	2.92009	2.90878	2.91819	2.95542	2.93823	2.9579	2.88447	2.88617	2.90509	2.9237	2.94205	2.92663	2.9126	2.89978	2.92457	2.92847	2.95314	2.92238	2.87937	2.90281	2.89141	2.92051	3.70298	3.73844	3.65246	3.7104	3.70516	3.72488	3.76576	3.69324	3.74076	3.73228	3.75128	3.72114	3.76268	3.74112	3.7652	3.69201	3.68652	3.70963	3.72805	3.75116	3.731	4.63682	4.67338	4.69688	4.61889	4.67493	4.65875	4.68333	5.80914	0.389246	0.394299	0.400962	0.396718	0.385297	0.395259	0.394418	0.0137832	0.0129831	0.0120123	0.01262	0.0144529	0.0128375	0.0129648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137489	1.33726	-0.6663	0.540991	-0.839399	0.562798	0.181016	1.05848	0.0137832	0.0129831	0.0120123	0.01262	0.0144529	0.0128375	0.0129648	0.06136051	0.271412	0.1127935	0.5787108	0.0292772	2.05401	-0.64681	-0.650103	-0.418916	-1.62869	-0.119658	-0.745254
10000	-390.9523	-364.4464	-26.50597	0.585741	0.589018	0.593304	0.590578	0.583139	0.589637	0.589095	1.58219	1.53888	1.48605	1.28336	1.27706	1.38655	1.72049	1.67321	1.59554	1.29692	1.48873	1.38673	1.55342	1.35357	1.48059	1.31401	1.27512	1.39579	1.42539	1.31262	1.48622	2.2978	1.97975	2.05179	2.03404	2.47947	2.41163	2.35883	2.00709	1.99761	2.07545	2.20425	2.28846	2.19552	2.0235	1.99253	2.116	2.31115	2.22358	2.30821	2.03425	2.0031	2.08667	2.03696	1.98933	1.95662	2.10219	2.05088	2.00954	2.09675	1.99982	2.11182	2.03163	2.2014	2.1183	2.10835	2.75914	3.20759	2.74235	2.80437	2.78462	3.01407	2.71783	2.81433	2.77415	3.07784	3.13117	3.04337	2.76396	2.7327	2.83417	2.78661	2.64602	2.74724	2.70787	2.78046	2.85315	2.80061	2.68598	2.65659	2.76366	2.77313	2.89865	2.81463	2.74763	2.69496	2.85856	2.84946	2.77746	2.9055	2.75707	3.5911	3.56008	3.96912	3.53445	3.62687	3.58353	3.45398	3.63577	3.41502	3.51174	3.47117	3.62327	3.43713	3.57131	3.50805	3.60525	3.72104	3.63546	3.49949	3.44835	3.58785	4.49958	4.33016	4.3514	4.58573	4.30163	4.43916	4.37068	5.39866	20.3975	20.5116	20.6609	20.5659	20.3069	20.5332	20.5143	0.038945	0.0379991	0.036804	0.0375586	0.0397143	0.0378234	0.0379771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.706747	0.423745	-0.490214	1.50143	-0.345143	2.04231	0.0783061	-0.97849	0.038945	0.0379991	0.036804	0.0375586	0.0397143	0.0378234	0.0379771	0.04532057	0.6932518	0.1877844	0.5886368	0.921439	-0.328567	-0.538767	-0.833632	-1.71914	0.307133	2.66061	0.278777
10100	-391.3018	-365.5075	-25.79432	0.710688	0.642431	0.56343	0.612395	0.769939	0.630313	0.640907	1.77977	1.68531	1.59688	1.60997	1.53382	1.52258	1.94746	1.86605	1.76362	1.68148	1.73566	1.6222	1.60852	1.57374	1.79284	1.66174	1.56197	1.55645	1.62047	1.72179	1.66364	2.53038	2.44718	2.40061	2.31946	2.79593	2.69682	2.61149	2.59947	2.52215	2.47483	2.56589	2.51453	2.41163	2.45323	2.36166	2.34845	2.73486	2.63543	2.58182	2.51916	2.48894	2.4464	2.35028	2.4422	2.35208	2.34952	2.64978	2.55734	2.51353	2.50891	2.52557	2.41644	2.41232	2.42693	2.58439	3.25589	3.57976	3.47306	3.41361	3.33238	3.37308	3.29976	3.26507	3.17283	3.60931	3.54345	3.4457	3.45918	3.36998	3.33482	3.29671	3.26749	3.23949	3.14878	3.51768	3.4611	3.36804	3.42492	3.33739	3.30928	3.35795	3.32877	3.22343	3.30886	3.21016	3.20858	3.5254	3.42326	3.39317	3.37336	4.37299	4.20005	4.5153	4.40982	4.36594	4.27363	4.15554	4.41775	4.35677	4.31921	4.22854	4.25721	4.21384	4.19746	4.09688	4.47002	4.43014	4.32634	4.3797	4.28225	4.26566	5.47775	5.40784	5.2619	5.54006	5.45797	5.4371	5.33445	6.78194	0.0761597	0.0688451	0.0603791	0.0656263	0.0825093	0.0675465	0.0686818	0.0891156	0.0860405	0.0822023	0.0846196	0.0916321	0.0854726	0.0859695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.209841	0.23932	-0.332122	0.803439	-0.492901	-0.17844	-1.41728	-0.222854	0.0891156	0.0860405	0.0822023	0.0846196	0.0916321	0.0854726	0.0859695	0.07726963	0.1661747	0.2364137	0.6499554	-0.989461	-0.0276631	-0.858981	0.347682	-2.26075	1.27812	-2.84202	0.269269
