Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
10200	-387.838	-366.5991	-21.23887	0.663467	0.665912	0.669101	0.667074	0.661542	0.666374	0.665969	1.38554	1.38778	1.38896	1.37733	1.37918	1.38723	1.38357	1.38524	1.38704	1.37634	1.38402	1.38352	1.39091	1.38342	1.38199	1.37794	1.37805	1.38648	1.38545	1.37609	1.38638	2.08112	2.07057	2.07591	2.07746	2.07715	2.07916	2.08057	2.06801	2.06981	2.07503	2.07645	2.08135	2.08163	2.07219	2.07295	2.08066	2.0747	2.07523	2.07995	2.07072	2.07036	2.07594	2.07651	2.07024	2.07115	2.07958	2.06833	2.06915	2.07459	2.06885	2.07402	2.07374	2.08183	2.07757	2.07208	2.77246	2.77734	2.76583	2.77019	2.77175	2.77802	2.76813	2.77425	2.77507	2.77238	2.77633	2.77699	2.766	2.767	2.77304	2.77214	2.76478	2.77139	2.77232	2.76574	2.77025	2.7711	2.76256	2.76367	2.77021	2.76904	2.7754	2.77546	2.76883	2.7692	2.77754	2.76733	2.76758	2.77385	2.76727	3.48068	3.48309	3.4875	3.47593	3.48132	3.48217	3.47901	3.48056	3.47132	3.47714	3.47809	3.48384	3.47567	3.48298	3.48328	3.47687	3.48244	3.48264	3.47395	3.47443	3.48168	4.21421	4.2086	4.21273	4.21522	4.20469	4.21159	4.21177	4.98055	3.26882	3.28086	3.29657	3.28659	3.25934	3.28314	3.28115	0.141366	0.150934	0.164342	0.155695	0.134209	0.15281	0.151167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0964427	0.944487	-0.734833	1.1433	0.919259	-0.412722	0.051608	0.363731	0.141366	0.150934	0.164342	0.155695	0.134209	0.15281	0.151167	0.01120606	0.4577441	0.4625591	0.6656302	0.632692	-0.0757726	-1.45374	0.335174	0.264771	-1.49429	0.212165	0.999428
10300	-390.2385	-366.7326	-23.50595	0.493267	0.490216	0.48628	0.488776	0.495693	0.489643	0.490145	1.21349	1.22478	1.24409	1.4401	1.45982	1.3047	1.1858	1.19278	1.20879	1.41067	1.24624	1.30515	1.21748	1.33574	1.25122	1.3835	1.46223	1.29741	1.27739	1.3844	1.24576	1.8401	2.01554	1.96035	1.98044	1.79502	1.80764	1.81981	1.97084	1.98451	1.93902	1.87614	1.84384	1.87851	1.99121	2.0379	1.91967	1.83664	1.86464	1.83755	1.98466	1.99395	1.93884	1.97728	2.0374	2.07825	1.93913	1.94245	1.9751	1.92736	2.02677	1.92393	1.98185	1.87593	1.92428	1.9274	2.61224	2.43842	2.59138	2.56931	2.58551	2.49972	2.65617	2.58888	2.62389	2.47398	2.46053	2.48532	2.60656	2.63766	2.57728	2.59853	2.7265	2.64671	2.67896	2.5745	2.55174	2.5783	2.67386	2.70248	2.63119	2.6085	2.54676	2.58921	2.64606	2.69463	2.57548	2.55893	2.59749	2.54131	2.64263	3.27675	3.33342	3.16385	3.32334	3.28224	3.31252	3.41246	3.26305	3.40647	3.35785	3.3866	3.29701	3.43191	3.34295	3.38638	3.28441	3.24536	3.2816	3.37401	3.41514	3.33275	4.12498	4.22194	4.25148	4.08996	4.25412	4.18594	4.22922	5.2737	2.41681	2.40187	2.38258	2.39481	2.4287	2.39906	2.40152	0.0471359	0.0452188	0.0428435	0.0443371	0.0487144	0.0448661	0.0451747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36424	0.596165	-0.46687	0.463583	-0.582812	0.245082	-0.0870716	-0.488846	0.0471359	0.0452188	0.0428435	0.0443371	0.0487144	0.0448661	0.0451747	0.06438685	0.05056463	0.660626	0.4905659	-0.450335	-0.917261	1.48838	-1.25142	-2.74326	0.129798	1.04779	-0.201608
10400	-388.3074	-367.5567	-20.75064	0.798745	0.743823	0.678053	0.719114	0.845174	0.733896	0.742577	1.61523	1.54862	1.49257	1.58196	1.52648	1.46523	1.71869	1.66309	1.59609	1.62925	1.60354	1.54594	1.48397	1.52008	1.64986	1.60702	1.54991	1.48902	1.53099	1.65351	1.54724	2.3282	2.36155	2.29774	2.24199	2.49849	2.43168	2.37584	2.46457	2.40905	2.34511	2.3823	2.31806	2.2612	2.35266	2.29618	2.23456	2.48599	2.42935	2.36495	2.3995	2.38583	2.32223	2.2656	2.35991	2.30356	2.24261	2.48932	2.43292	2.36917	2.40682	2.37881	2.3214	2.26008	2.29912	2.42521	3.08208	3.21746	3.25008	3.18534	3.12962	3.10249	3.13645	3.07335	3.01693	3.27133	3.20623	3.14971	3.23985	3.1836	3.12041	3.10625	3.14242	3.07978	3.02346	3.27445	3.20985	3.15349	3.24575	3.18961	3.12688	3.16175	3.09884	3.04177	3.13578	3.07894	3.01787	3.26551	3.20861	3.1456	3.18251	3.98778	3.87426	4.00924	4.04177	3.97797	3.9216	3.87959	4.01212	4.04663	3.98323	3.92695	3.89941	3.93487	3.87285	3.81598	4.06708	4.00343	3.94649	4.03864	3.98192	3.91983	4.81022	4.81419	4.70224	4.83558	4.86895	4.80651	4.74954	5.68735	0.064138	0.0597278	0.0544466	0.0577438	0.0678662	0.0589308	0.0596278	0.0953445	0.0972943	0.0998876	0.0982328	0.0938283	0.0976665	0.0973406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0662858	0.270516	-0.881191	-1.10206	0.28413	0.860503	-0.999928	-0.0511808	0.0953445	0.0972943	0.0998876	0.0982328	0.0938283	0.0976665	0.0973406	0.01486342	0.02404679	0.08240641	0.7499586	-0.437376	-0.21433	1.29177	-0.861746	0.0403063	0.167592	-1.5035	-1.23356
10500	-387.0909	-365.2577	-21.83317	0.642131	0.615934	0.583481	0.603887	0.663689	0.611114	0.615331	1.82335	1.77448	1.72667	1.65774	1.62247	1.66638	1.91323	1.87332	1.81625	1.69327	1.78441	1.70903	1.74728	1.67658	1.80373	1.69563	1.63349	1.68372	1.72063	1.71808	1.75521	2.66174	2.53888	2.54194	2.50135	2.80436	2.75083	2.7066	2.61468	2.57829	2.58006	2.65587	2.6529	2.58962	2.55364	2.50114	2.54167	2.74805	2.68866	2.68306	2.58249	2.56495	2.57223	2.51536	2.53352	2.48287	2.53516	2.64984	2.59705	2.60258	2.56335	2.61327	2.5422	2.59139	2.57446	2.63432	3.44985	3.68776	3.543	3.53113	3.4906	3.56383	3.45181	3.46786	3.41514	3.6761	3.65733	3.59987	3.53513	3.48565	3.50086	3.47461	3.40841	3.43208	3.38112	3.57171	3.56281	3.50975	3.48976	3.44216	3.46533	3.49602	3.51734	3.45099	3.46248	3.40257	3.45505	3.58747	3.52449	3.54457	3.4897	4.57805	4.48778	4.71692	4.57255	4.57776	4.52518	4.43146	4.60672	4.50703	4.51932	4.46852	4.53036	4.44946	4.48544	4.42383	4.61833	4.62741	4.56297	4.53972	4.48133	4.51677	5.8352	5.75192	5.69095	5.88288	5.76079	5.79113	5.72735	7.37715	0.0552713	0.0530164	0.050223	0.0519795	0.0571269	0.0526015	0.0529645	0.0409765	0.0397275	0.038161	0.0391486	0.0419956	0.0394963	0.0396986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.167607	0.133986	-0.262066	0.012219	-0.434506	0.48151	-0.58464	-0.479796	0.0409765	0.0397275	0.038161	0.0391486	0.0419956	0.0394963	0.0396986	0.1062051	0.009494256	0.05033523	0.6188983	-0.995131	1.50889	0.563822	0.977709	0.143441	-0.306361	-2.61364	-0.310682
10600	-392.5437	-365.1251	-27.41853	0.62823	0.638359	0.651765	0.643219	0.620319	0.640287	0.638599	1.58393	1.59053	1.59159	1.52271	1.52876	1.57588	1.58271	1.58729	1.59058	1.52073	1.57163	1.56083	1.60416	1.55684	1.56242	1.52989	1.52395	1.57381	1.57234	1.52203	1.58099	2.38287	2.31359	2.34221	2.34605	2.3768	2.38157	2.38428	2.30762	2.31328	2.34111	2.35741	2.3831	2.37771	2.32376	2.32227	2.36736	2.35759	2.35394	2.3784	2.31863	2.31529	2.34563	2.34255	2.31135	2.31077	2.36095	2.31308	2.3118	2.34119	2.30669	2.33987	2.33074	2.37895	2.35454	2.33138	3.15024	3.20147	3.12453	3.14637	3.15032	3.19217	3.12756	3.16172	3.16038	3.17386	3.19281	3.19	3.12466	3.12469	3.15831	3.15125	3.10519	3.14274	3.14218	3.12714	3.15018	3.14895	3.10156	3.1024	3.13953	3.1371	3.17318	3.16631	3.13246	3.12799	3.17783	3.13737	3.13191	3.16732	3.12658	4.03291	4.03662	4.08435	4.00717	4.03633	4.03516	4.00894	4.03541	3.97565	4.00789	4.00747	4.04523	3.99323	4.03587	4.03083	4.01709	4.04767	4.04174	3.99321	3.98948	4.03171	5.04617	5.00736	5.02353	5.05671	4.98768	5.02753	5.02163	6.23371	0.751183	0.763294	0.779324	0.769105	0.741723	0.7656	0.763581	0.0387604	0.0408753	0.0437968	0.0419181	0.0371639	0.041287	0.0409264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.123457	-2.20328	-0.686492	0.328018	0.745677	2.58054	0.224491	0.412353	0.0387604	0.0408753	0.0437968	0.0419181	0.0371639	0.041287	0.0409264	0.06188275	0.05924131	1.347535	0.6371835	-0.498772	-0.754864	-0.0881171	0.526885	-2.43178	-0.929284	0.329966	-0.587531
10700	-386.8472	-366.1205	-20.72669	0.546972	0.583148	0.633757	0.60113	0.519895	0.590235	0.584027	1.2115	1.25612	1.28483	1.18387	1.21804	1.28785	1.16495	1.19549	1.23648	1.16004	1.20645	1.22721	1.30075	1.23948	1.17864	1.17304	1.20085	1.27246	1.24478	1.1462	1.2427	1.87576	1.79733	1.85858	1.89097	1.78536	1.82762	1.85696	1.74078	1.77444	1.83608	1.82044	1.88149	1.90484	1.81082	1.8405	1.91124	1.77246	1.79679	1.85742	1.78593	1.78438	1.8472	1.87457	1.79847	1.82824	1.90239	1.73094	1.7595	1.82244	1.77367	1.80785	1.83081	1.90652	1.86213	1.78066	2.4745	2.4547	2.36202	2.42035	2.45253	2.49938	2.42421	2.48933	2.51811	2.39605	2.45227	2.47696	2.37037	2.40032	2.46576	2.46169	2.4052	2.47192	2.50105	2.35072	2.41029	2.43796	2.35048	2.38088	2.44808	2.41643	2.48457	2.50791	2.42915	2.45593	2.53166	2.36623	2.39091	2.45912	2.4039	3.05479	3.11639	3.0925	3.00198	3.06526	3.09374	3.09266	3.04392	2.97552	3.0404	3.0694	3.10902	3.04669	3.11786	3.14351	2.99576	3.06132	3.08478	2.99516	3.0222	3.09376	3.7228	3.68969	3.76017	3.71801	3.6414	3.71216	3.73701	4.40026	0.678785	0.723678	0.786483	0.745993	0.645182	0.732472	0.724769	0.0594808	0.0623245	0.0662242	0.0637202	0.0573179	0.0628759	0.062393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.434583	1.03947	-0.410496	2.01482	0.655522	0.0451325	0.898911	0.803368	0.0594808	0.0623245	0.0662242	0.0637202	0.0573179	0.0628759	0.062393	0.01197135	0.1012132	0.0396454	0.578859	0.201163	-0.188122	1.24278	-0.40463	0.239031	0.161206	0.630023	-0.968133
10800	-395.3245	-366.8492	-28.47531	0.769858	0.711497	0.642217	0.68539	0.819527	0.700998	0.710179	1.66182	1.60782	1.57236	1.88751	1.85659	1.61243	1.73755	1.68882	1.63909	1.8995	1.68509	1.69258	1.53525	1.70188	1.73745	1.84414	1.88262	1.62777	1.64669	1.89214	1.62815	2.41961	2.64642	2.5199	2.48682	2.54284	2.48969	2.44631	2.69911	2.65891	2.54419	2.51143	2.41356	2.39364	2.60944	2.60735	2.41234	2.57378	2.54653	2.45435	2.64974	2.6453	2.52076	2.50646	2.67052	2.66215	2.4426	2.69166	2.67157	2.55534	2.70579	2.55965	2.56661	2.38975	2.48131	2.61053	3.36277	3.31257	3.50779	3.41921	3.38106	3.26174	3.46577	3.32907	3.31152	3.40291	3.32462	3.2939	3.5142	3.49234	3.36403	3.37182	3.54977	3.39972	3.37932	3.51328	3.42485	3.39687	3.59362	3.56929	3.42982	3.43676	3.30847	3.29714	3.45415	3.45238	3.25966	3.48714	3.4715	3.34973	3.49798	4.30461	4.25363	4.20726	4.40863	4.3017	4.27811	4.34535	4.31431	4.50259	4.3885	4.36355	4.23863	4.42163	4.26343	4.25439	4.39097	4.28745	4.26888	4.46124	4.44975	4.2997	5.30086	5.40811	5.33144	5.28859	5.49758	5.36389	5.35388	6.57149	0.382552	0.353552	0.319126	0.340579	0.407234	0.348335	0.352897	0.0906855	0.0882065	0.0850853	0.0870545	0.0927074	0.0877467	0.0881489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461841	1.10292	-0.959695	0.0635965	-0.389083	2.30911	-1.10652	-0.106777	0.0906855	0.0882065	0.0850853	0.0870545	0.0927074	0.0877467	0.0881489	0.05370047	0.05217099	0.02884267	0.7179953	-0.143566	0.220528	-1.8454	2.24563	2.28044	-0.952716	0.440703	-1.39475
10900	-391.9954	-367.177	-24.81844	0.537567	0.556991	0.583287	0.566447	0.522647	0.560733	0.557457	1.67453	1.70153	1.72192	1.69163	1.71159	1.73368	1.63858	1.65855	1.68586	1.67601	1.67976	1.70152	1.72453	1.71202	1.66506	1.68113	1.70262	1.7244	1.70675	1.66628	1.69976	2.54899	2.53884	2.5634	2.58358	2.48583	2.51298	2.53316	2.50308	2.52304	2.54776	2.5279	2.55291	2.57398	2.54169	2.56256	2.58511	2.4917	2.51256	2.53772	2.52654	2.52912	2.55351	2.57446	2.53974	2.56047	2.58241	2.49297	2.51369	2.53826	2.52451	2.53032	2.55194	2.57434	2.55926	2.51554	3.46023	3.40864	3.39885	3.4243	3.44444	3.44971	3.43902	3.46296	3.48372	3.38772	3.41347	3.43423	3.40295	3.42356	3.44762	3.45063	3.43817	3.4617	3.48236	3.3891	3.41444	3.4351	3.40215	3.42266	3.4463	3.42838	3.45222	3.4735	3.43901	3.46015	3.48228	3.39204	3.41318	3.43714	3.42395	4.46617	4.50617	4.45491	4.44525	4.46988	4.49058	4.50585	4.45645	4.44532	4.4696	4.49022	4.49571	4.48381	4.50683	4.52797	4.43466	4.4592	4.48034	4.44744	4.46846	4.49157	5.76628	5.76708	5.80572	5.75568	5.74551	5.76895	5.79018	7.49108	0.157005	0.162678	0.170358	0.16544	0.152647	0.163771	0.162814	0.0933395	0.0798991	0.0652823	0.0742203	0.105586	0.0775904	0.0796075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00692282	0.359506	-0.406299	-0.449986	-2.1823	-1.09275	0.49824	0.233447	0.0933395	0.0798991	0.0652823	0.0742203	0.105586	0.0775904	0.0796075	0.1258071	0.1044371	0.2597753	0.5547164	0.11443	1.30484	-0.660567	-0.233106	0.0790159	-1.15668	0.832143	-2.6725
11000	-394.5741	-367.8628	-26.71131	0.503741	0.509968	0.518177	0.512948	0.498843	0.511151	0.510116	1.15692	1.16579	1.17293	1.16721	1.17396	1.17811	1.14417	1.15091	1.16007	1.16151	1.15951	1.16796	1.17304	1.17194	1.1547	1.16291	1.17116	1.17499	1.16899	1.15796	1.16598	1.74781	1.74895	1.7555	1.76245	1.726	1.73501	1.74194	1.73632	1.74308	1.74979	1.74217	1.74917	1.75695	1.74928	1.75691	1.76152	1.72917	1.73675	1.7439	1.74404	1.74541	1.75181	1.75948	1.74953	1.75701	1.76105	1.73243	1.7399	1.74646	1.74421	1.74417	1.7525	1.757	1.75345	1.73929	2.35042	2.32884	2.33024	2.33766	2.34456	2.34407	2.34468	2.35065	2.35816	2.32334	2.33105	2.33852	2.33177	2.33914	2.34523	2.34701	2.34598	2.35154	2.35896	2.32668	2.334	2.3414	2.3331	2.34038	2.34606	2.34027	2.34615	2.35415	2.34438	2.35226	2.35649	2.32713	2.33498	2.34098	2.33923	2.96841	2.9827	2.9614	2.96294	2.96957	2.97702	2.98448	2.96489	2.96508	2.97138	2.97875	2.97847	2.97795	2.98304	2.99091	2.95859	2.96515	2.973	2.96474	2.9725	2.97768	3.66428	3.6671	3.68014	3.65993	3.66102	3.66654	3.67448	4.46887	2.77668	2.81101	2.85626	2.82744	2.74968	2.81753	2.81182	0.0683429	0.0781448	0.0930126	0.0832727	0.0614507	0.0801452	0.0783916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263291	-0.120287	-1.14555	-0.825211	1.88123	-0.0227378	0.172469	-0.894035	0.0683429	0.0781448	0.0930126	0.0832727	0.0614507	0.0801452	0.0783916	0.03153758	0.2145815	0.2073554	0.5092442	-0.10938	1.999	-2.62724	0.651233	-0.744112	-0.393065	1.74403	-0.793609
11100	-393.0715	-365.6848	-27.38668	0.606695	0.615584	0.62733	0.619844	0.599726	0.617274	0.615795	1.60759	1.61944	1.62845	1.61289	1.62186	1.63303	1.59121	1.60019	1.61206	1.60553	1.60948	1.6187	1.62998	1.6231	1.60226	1.60864	1.61781	1.62894	1.62135	1.60138	1.6186	2.42774	2.42117	2.43268	2.44167	2.39949	2.41135	2.42035	2.40482	2.41379	2.42531	2.41788	2.42945	2.43856	2.42273	2.43183	2.44305	2.40147	2.41057	2.42215	2.41545	2.41702	2.42851	2.4376	2.42144	2.43051	2.44166	2.40061	2.40969	2.42119	2.41413	2.41836	2.42755	2.43876	2.43152	2.41112	3.27324	3.25174	3.24522	3.25685	3.26584	3.27	3.26336	3.27478	3.28386	3.24191	3.25358	3.26265	3.24696	3.25602	3.26745	3.2691	3.26222	3.27359	3.28264	3.24107	3.25268	3.26174	3.24582	3.25486	3.26624	3.25909	3.2705	3.27964	3.26351	3.27264	3.28381	3.24265	3.25178	3.26319	3.25622	4.19371	4.21186	4.19037	4.18388	4.19539	4.20446	4.21079	4.18956	4.18286	4.19432	4.20338	4.20761	4.20081	4.2121	4.22122	4.17961	4.19111	4.20024	4.18432	4.19344	4.20474	5.30047	5.29955	5.31759	5.2962	5.28964	5.30098	5.31012	6.68695	2.12634	2.15749	2.19866	2.17242	2.10191	2.16342	2.15823	0.00545826	0.00545092	0.00544143	0.00544745	0.00546377	0.00544953	0.00545075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142385	-1.32798	-0.764508	2.88562	-0.0188491	-1.94734	0.204156	-0.638218	0.00545826	0.00545092	0.00544143	0.00544745	0.00546377	0.00544953	0.00545075	0.08319894	0.4544325	0.1309491	0.6145506	1.17007	-0.457343	0.3431	0.20701	-1.77462	-1.55199	0.764377	-0.0616401
