Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
14400	-393.5257	-367.2765	-26.24923	0.72839	0.775465	0.841211	0.798839	0.693137	0.784679	0.776608	1.73789	1.76137	1.76275	1.55464	1.59789	1.71638	1.80204	1.79478	1.77926	1.52632	1.66664	1.6398	1.82681	1.64293	1.62707	1.54676	1.57548	1.70073	1.67942	1.51211	1.71032	2.62325	2.36133	2.46716	2.50397	2.65374	2.64668	2.64204	2.29268	2.33449	2.44518	2.4931	2.62469	2.59447	2.39674	2.42808	2.55927	2.49846	2.47156	2.60762	2.36883	2.35217	2.46614	2.4846	2.37187	2.40098	2.54654	2.2949	2.31961	2.43703	2.34345	2.43074	2.42687	2.6	2.50158	2.39484	3.27779	3.52783	3.11524	3.22046	3.25603	3.44803	3.20243	3.32323	3.34741	3.35315	3.4671	3.43515	3.14517	3.17582	3.30131	3.27378	3.16041	3.27874	3.3021	3.11687	3.23131	3.24519	3.09964	3.13057	3.25384	3.21239	3.3605	3.34968	3.22374	3.24039	3.4026	3.17873	3.17942	3.33025	3.19602	4.06146	4.14554	4.35108	3.97919	4.10242	4.12441	4.08096	4.07113	3.91269	4.03178	4.05467	4.16444	4.01798	4.1595	4.16712	4.00156	4.14869	4.13558	3.97152	3.98936	4.13617	4.97301	4.87244	4.98057	5.01062	4.80502	4.95143	4.95644	5.83567	2.83567	3.01894	3.27489	3.10994	2.69843	3.05481	3.02339	0.064952	0.0640568	0.0629118	0.0636366	0.0656729	0.0638894	0.0640359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.13392	0.613767	-0.933199	0.147405	-0.194806	1.04722	0.879012	2.1383	0.064952	0.0640568	0.0629118	0.0636366	0.0656729	0.0638894	0.0640359	0.01589421	1.792514	0.09756114	0.7698907	0.344106	-0.268318	-0.59045	-2.43828	0.164559	-0.48852	-0.191291	1.38545
14500	-394.8027	-368.9657	-25.837	0.734344	0.743254	0.75499	0.747516	0.727395	0.744947	0.743464	1.48707	1.50107	1.51394	1.57635	1.60196	1.534	1.46736	1.47728	1.49141	1.54905	1.49416	1.51836	1.51109	1.5337	1.48768	1.53794	1.59863	1.52727	1.51358	1.53016	1.5038	2.25044	2.29351	2.27945	2.29452	2.21546	2.22908	2.23985	2.26132	2.27496	2.26706	2.24549	2.25292	2.26816	2.27928	2.3069	2.2823	2.22242	2.23583	2.24445	2.27024	2.27708	2.27043	2.28854	2.29674	2.32755	2.28684	2.24531	2.26509	2.25993	2.28499	2.25449	2.2791	2.26793	2.27087	2.24786	3.03065	2.97842	3.00253	3.0043	3.01677	3.00605	3.03203	3.02787	3.04571	2.97233	2.9832	2.99575	3.00259	3.01898	3.01788	3.02303	3.04793	3.03982	3.05746	2.99151	2.99649	3.01049	3.01522	3.03215	3.02784	3.01165	3.01419	3.03142	3.02831	3.05321	3.03576	2.98517	3.0009	3.00534	3.02067	3.75682	3.78774	3.73656	3.75554	3.75991	3.77483	3.80203	3.7498	3.76844	3.77145	3.78656	3.77478	3.79533	3.79069	3.81001	3.74053	3.74835	3.76311	3.76399	3.78215	3.78068	4.52123	4.53449	4.56459	4.51019	4.52961	4.53267	4.5502	5.31046	0.393253	0.398024	0.404309	0.400306	0.389532	0.398931	0.398137	0.0651532	0.0672667	0.0701158	0.0682927	0.0635257	0.0676729	0.0673172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21647	-1.38241	-1.0889	0.0195075	0.448073	0.815941	0.169243	1.94232	0.0651532	0.0672667	0.0701158	0.0682927	0.0635257	0.0676729	0.0673172	0.004068624	0.07275321	0.4541664	0.7422263	1.83336	0.897384	-0.202045	-0.214914	-1.55097	-0.334327	-1.69657	0.90977
14600	-386.8548	-365.9001	-20.9547	0.60199	0.620437	0.645255	0.629381	0.587771	0.623979	0.620877	1.51221	1.54246	1.56849	1.58529	1.60875	1.59633	1.46687	1.48933	1.52177	1.5639	1.52736	1.56486	1.56317	1.58266	1.51412	1.56315	1.60048	1.58535	1.5628	1.54871	1.54711	2.31147	2.34967	2.36004	2.38494	2.23409	2.26533	2.28949	2.30373	2.32686	2.339	2.30162	2.31646	2.34782	2.34607	2.37724	2.37024	2.25364	2.28319	2.29941	2.32918	2.33493	2.34428	2.37526	2.35462	2.3844	2.37218	2.28615	2.31535	2.32632	2.33696	2.31766	2.35431	2.34741	2.34584	2.30386	3.16075	3.0574	3.09551	3.11397	3.13832	3.11734	3.15087	3.15641	3.18603	3.04836	3.06924	3.09787	3.10271	3.13118	3.13795	3.14735	3.16822	3.17014	3.19893	3.08099	3.09871	3.12702	3.1201	3.14776	3.15104	3.12849	3.13386	3.16718	3.1477	3.18066	3.17108	3.07878	3.11096	3.11746	3.13161	3.9871	4.04077	3.93954	3.97927	3.99108	4.02	4.06196	3.97305	4.0032	4.01221	4.04051	4.02038	4.04513	4.0432	4.07581	3.95792	3.9694	4.00137	3.99441	4.02615	4.02532	5.00298	5.03235	5.07563	4.98191	5.01944	5.02184	5.05493	6.27267	2.94936	3.03974	3.16133	3.08356	2.8797	3.0571	3.0419	0.0529914	0.0526106	0.0521198	0.052431	0.0532957	0.0525391	0.0526017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105718	1.00755	-0.331076	0.450473	-0.101227	0.21807	0.423647	1.27341	0.0529914	0.0526106	0.0521198	0.052431	0.0532957	0.0525391	0.0526017	0.06780826	0.2470444	0.2818843	0.6182841	-0.819457	-0.519076	-1.4829	0.486977	-0.939623	-0.713664	-0.255295	1.42869
14700	-389.4712	-365.8015	-23.66969	0.655271	0.662023	0.670902	0.665249	0.649958	0.663304	0.662183	1.56715	1.58131	1.59542	1.63331	1.64505	1.61712	1.5425	1.55313	1.56935	1.62046	1.5797	1.60508	1.58808	1.61701	1.57499	1.61674	1.64221	1.61163	1.59945	1.61078	1.58746	2.37182	2.41895	2.41367	2.42675	2.33127	2.34633	2.3586	2.39339	2.40475	2.40126	2.37532	2.3745	2.3938	2.41325	2.43257	2.41018	2.34801	2.36552	2.36608	2.40495	2.40975	2.40352	2.42253	2.42364	2.44157	2.41404	2.38146	2.39874	2.39413	2.41454	2.39068	2.41526	2.39314	2.40147	2.3854	3.23226	3.15658	3.20322	3.20595	3.21847	3.19333	3.23587	3.22588	3.24359	3.16081	3.1659	3.18251	3.20816	3.22475	3.21602	3.22443	3.2548	3.24127	3.25816	3.19431	3.19634	3.21269	3.22709	3.24288	3.23075	3.21917	3.20912	3.23037	3.23252	3.25354	3.22873	3.19006	3.2102	3.20128	3.225	4.08691	4.11788	4.04418	4.09246	4.08871	4.10569	4.14052	4.07848	4.11769	4.11123	4.1276	4.10321	4.1373	4.12004	4.14065	4.07687	4.07285	4.09274	4.10706	4.12683	4.1107	5.09062	5.12111	5.14212	5.07535	5.12173	5.10883	5.12987	6.31971	0.101057	0.102098	0.103467	0.102596	0.100237	0.102296	0.102123	0.0418501	0.0437106	0.0462524	0.0446215	0.0404328	0.0440707	0.0437553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118769	-1.4202	-0.603844	1.40861	0.610515	1.56487	0.14389	-0.40535	0.0418501	0.0437106	0.0462524	0.0446215	0.0404328	0.0440707	0.0437553	0.05901274	0.3616777	0.08283224	0.6612399	0.54145	-1.5374	-0.551878	-0.345754	0.707316	-1.27845	-0.776048	-1.54903
14800	-390.1408	-366.6064	-23.53437	0.73664	0.72667	0.713917	0.72199	0.744621	0.724804	0.726437	1.73417	1.69598	1.6551	1.55236	1.53566	1.59149	1.82567	1.79038	1.73544	1.57138	1.68134	1.61034	1.68989	1.58422	1.68617	1.57852	1.53979	1.60244	1.62973	1.58726	1.66785	2.54013	2.36589	2.39407	2.37044	2.67167	2.62204	2.5826	2.40673	2.38804	2.41875	2.50182	2.5327	2.46964	2.38943	2.35662	2.41856	2.58243	2.52287	2.55292	2.40559	2.38586	2.42054	2.37756	2.36911	2.33594	2.41104	2.43895	2.40072	2.43674	2.38535	2.448	2.38749	2.47268	2.43414	2.45541	3.21533	3.49105	3.24675	3.26624	3.24157	3.36328	3.20179	3.24477	3.20739	3.43615	3.44838	3.38961	3.25356	3.22109	3.26619	3.23676	3.15709	3.20473	3.1683	3.27438	3.29939	3.25614	3.20525	3.17423	3.22459	3.24131	3.29862	3.23775	3.21831	3.17336	3.2569	3.3091	3.2543	3.31248	3.23334	4.14541	4.0972	4.35381	4.12225	4.16041	4.12146	4.03303	4.1757	4.04849	4.09132	4.05425	4.13983	4.03524	4.10132	4.05103	4.16945	4.21872	4.15767	4.0963	4.05228	4.12066	5.10671	5.00512	4.99017	5.16112	4.99927	5.06562	5.01218	6.09145	1.11376	1.09868	1.0794	1.09161	1.12583	1.09586	1.09833	0.0936898	0.0943975	0.0953253	0.094735	0.0931322	0.0945316	0.0944142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.561103	-0.22701	-0.924923	0.37332	0.105637	0.0187734	-0.191256	-1.0732	0.0936898	0.0943975	0.0953253	0.094735	0.0931322	0.0945316	0.0944142	0.0351143	0.9397854	1.361075	0.7278098	0.323168	0.757983	-1.00457	-1.06255	-0.585538	-2.0905	0.863617	-0.835496
14900	-385.9802	-365.7118	-20.26837	0.617601	0.602238	0.582842	0.595087	0.630081	0.599384	0.601881	1.23627	1.21696	1.20172	1.23012	1.21483	1.19487	1.26389	1.24859	1.22933	1.24249	1.23361	1.21855	1.19872	1.21154	1.2461	1.23671	1.22163	1.20163	1.21377	1.24918	1.2179	1.82748	1.84059	1.82097	1.80571	1.87437	1.85509	1.83982	1.86823	1.85294	1.83334	1.84421	1.82465	1.8095	1.83762	1.82245	1.80256	1.87179	1.85661	1.83707	1.85005	1.84729	1.82765	1.81248	1.8403	1.82511	1.80514	1.87487	1.85968	1.84006	1.85272	1.8441	1.82903	1.80913	1.8216	1.85658	2.43298	2.46695	2.4801	2.4606	2.44533	2.43666	2.4497	2.43	2.41481	2.4837	2.46424	2.44905	2.4773	2.46209	2.4424	2.4397	2.45252	2.43276	2.41756	2.4868	2.46728	2.45208	2.48012	2.4649	2.44516	2.45628	2.43657	2.42145	2.44929	2.43415	2.41421	2.48384	2.4687	2.449	2.46173	3.07672	3.0463	3.08031	3.09348	3.07387	3.05867	3.04919	3.08342	3.09641	3.07675	3.06155	3.05291	3.0658	3.04597	3.03084	3.10007	3.08044	3.0653	3.09335	3.0782	3.05839	3.69736	3.70039	3.6698	3.70395	3.71706	3.69729	3.68217	4.33321	0.363182	0.354148	0.342742	0.349943	0.370521	0.35247	0.353938	0.0538545	0.0522829	0.0503088	0.0515537	0.055135	0.0519917	0.0522465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314088	-0.50553	-0.603032	1.74235	-0.415713	0.303457	-0.353571	0.987553	0.0538545	0.0522829	0.0503088	0.0515537	0.055135	0.0519917	0.0522465	0.003631865	0.7396971	0.1506187	0.6039924	0.132458	0.127445	-0.846545	-0.0461627	-1.22614	0.22656	-0.0350896	-0.897307
15000	-388.1646	-364.4851	-23.67952	0.617279	0.578578	0.531888	0.561084	0.649815	0.571557	0.577698	1.67624	1.55724	1.43703	1.26132	1.21302	1.28489	1.98203	1.85855	1.68004	1.31066	1.52906	1.34886	1.52741	1.28896	1.55359	1.31211	1.22918	1.31496	1.38598	1.34595	1.48119	2.32409	1.93024	1.96761	1.90538	2.74044	2.5766	2.45086	2.03534	1.98356	2.03008	2.23252	2.3029	2.12523	1.97788	1.90217	1.99693	2.464	2.29279	2.36771	2.02635	1.97594	2.02905	1.92764	1.94621	1.86676	1.99009	2.1059	2.01624	2.07561	1.99386	2.10821	1.96505	2.13249	2.05391	2.13947	2.6474	3.38551	2.74432	2.77589	2.71104	3.00886	2.64469	2.71276	2.6234	3.2276	3.26001	3.0842	2.77368	2.6968	2.77318	2.7013	2.57188	2.64006	2.55023	2.81116	2.85909	2.75055	2.69329	2.61775	2.695	2.72995	2.84463	2.6912	2.68387	2.57889	2.73144	2.90281	2.76878	2.88811	2.73174	3.53332	3.4256	4.09548	3.51366	3.58264	3.48882	3.3073	3.61278	3.38502	3.45214	3.36097	3.52549	3.33235	3.44568	3.32445	3.62228	3.73071	3.5735	3.48291	3.38009	3.50244	4.41849	4.22194	4.17204	4.55284	4.23538	4.35674	4.22941	5.24948	0.172926	0.162084	0.149004	0.157183	0.182041	0.160117	0.161837	0.052003	0.0525917	0.0533668	0.0528732	0.0515397	0.0527034	0.0526056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.928572	-0.271289	-0.33015	1.96444	0.158009	-0.734402	-0.908801	0.520213	0.052003	0.0525917	0.0533668	0.0528732	0.0515397	0.0527034	0.0526056	0.04167386	1.434761	0.05868224	0.5829158	0.868368	1.185	-1.49089	-0.286406	0.580997	-0.760239	-1.25386	-0.448846
15100	-387.0185	-367.271	-19.7475	0.819344	0.782794	0.737722	0.766036	0.849536	0.776086	0.781954	1.73405	1.68894	1.65235	1.71692	1.68034	1.63547	1.80085	1.76428	1.71915	1.74712	1.72727	1.6906	1.64569	1.67379	1.75743	1.73291	1.69626	1.65141	1.67976	1.76308	1.68987	2.53767	2.56565	2.52067	2.48408	2.64959	2.60447	2.56789	2.63245	2.59587	2.55087	2.57596	2.53095	2.49432	2.55899	2.52237	2.47748	2.64278	2.60616	2.56114	2.58917	2.58161	2.53663	2.50001	2.56479	2.52818	2.48332	2.64842	2.61181	2.56682	2.59498	2.57503	2.53837	2.49349	2.52172	2.60519	3.38034	3.4642	3.49216	3.44713	3.41055	3.39062	3.41863	3.37368	3.33706	3.50248	3.45744	3.42082	3.48544	3.44883	3.40387	3.39628	3.42438	3.37945	3.34284	3.50812	3.4631	3.42648	3.49119	3.45458	3.40964	3.43463	3.38968	3.35304	3.41782	3.38118	3.33632	3.50145	3.46482	3.41986	3.448	4.33978	4.26625	4.3501	4.37806	4.33307	4.29646	4.27198	4.35573	4.38376	4.33879	4.30218	4.28224	4.31032	4.26541	4.22877	4.39406	4.34907	4.31244	4.37713	4.34051	4.29559	5.28316	5.28882	5.21538	5.29915	5.32714	5.28221	5.24557	6.32812	1.20617	1.15236	1.08601	1.1277	1.25062	1.14249	1.15113	0.152069	0.1453	0.136952	0.142197	0.157662	0.144058	0.145145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00150957	-0.352028	-0.522928	0.578034	-0.639093	0.284724	-0.640528	-0.260933	0.152069	0.1453	0.136952	0.142197	0.157662	0.144058	0.145145	0.02842185	0.4387368	0.6395937	0.7869239	-0.80718	-0.847516	-1.21209	-0.141938	-0.566967	-0.839044	0.680593	-0.504436
15200	-390.6251	-367.5258	-23.09928	0.70977	0.713996	0.719527	0.716009	0.706423	0.714795	0.714096	1.7388	1.76096	1.78923	1.97328	1.99925	1.85602	1.69405	1.70958	1.73727	1.93885	1.77571	1.84483	1.76198	1.8794	1.77489	1.91505	1.99832	1.84523	1.81839	1.90988	1.78287	2.64356	2.82162	2.77509	2.80298	2.5703	2.59431	2.61537	2.76293	2.78431	2.74683	2.67431	2.64898	2.69391	2.79803	2.85187	2.74087	2.61791	2.65605	2.63603	2.78495	2.79659	2.74898	2.79654	2.84282	2.89078	2.75931	2.73011	2.77149	2.73113	2.82592	2.72541	2.79303	2.69131	2.73603	2.72288	3.7041	3.49929	3.65975	3.64593	3.67039	3.58127	3.74093	3.68025	3.72394	3.53032	3.52502	3.55985	3.67641	3.7161	3.66186	3.68618	3.81266	3.739	3.77978	3.6385	3.6234	3.65938	3.74592	3.78292	3.71703	3.68885	3.63219	3.68495	3.73013	3.78714	3.67289	3.62297	3.67176	3.62042	3.72016	4.65207	4.72529	4.52551	4.69294	4.65813	4.69759	4.80725	4.63362	4.78067	4.73743	4.77512	4.68357	4.81897	4.73466	4.78751	4.64848	4.61494	4.66168	4.74575	4.79612	4.71784	5.83982	5.94308	5.98584	5.79857	5.96827	5.90386	5.95709	7.39998	0.730331	0.734679	0.74037	0.736751	0.726887	0.735502	0.734782	0.096805	0.10523	0.117284	0.109478	0.0906037	0.106899	0.105437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292225	-0.689706	-0.15929	0.905058	1.17132	-0.633068	0.0833352	-0.601414	0.096805	0.10523	0.117284	0.109478	0.0906037	0.106899	0.105437	0.08409708	1.839629	0.5012334	0.7135056	-0.829288	0.0547884	-1.1362	-1.66486	-0.494239	-1.21453	0.28321	-0.644672
15300	-387.7619	-365.5211	-22.24078	0.537887	0.530958	0.522089	0.527704	0.54343	0.529662	0.530797	1.4107	1.36667	1.31751	1.17189	1.1566	1.2355	1.52652	1.48372	1.41568	1.19127	1.33932	1.25064	1.36635	1.21937	1.3405	1.2024	1.1593	1.24715	1.27826	1.20887	1.32777	2.04368	1.80473	1.84987	1.82543	2.20516	2.14444	2.0965	1.84583	1.82794	1.87695	1.98385	2.03482	1.95538	1.83733	1.80142	1.88965	2.08155	2.00661	2.05699	1.85355	1.82805	1.88201	1.83204	1.81039	1.77362	1.87929	1.8854	1.84183	1.89802	1.82657	1.91184	1.83832	1.95965	1.90283	1.91656	2.49226	2.85276	2.51199	2.54706	2.52115	2.69043	2.4685	2.53315	2.49065	2.76853	2.79485	2.72052	2.52426	2.4885	2.5564	2.51803	2.41019	2.48007	2.4386	2.54609	2.58891	2.53782	2.46112	2.42711	2.50099	2.51745	2.60263	2.52761	2.49107	2.43862	2.55673	2.5955	2.5291	2.61574	2.50596	3.26015	3.21195	3.54498	3.22382	3.28335	3.2386	3.12727	3.2984	3.12721	3.19189	3.14951	3.26587	3.12377	3.21875	3.1587	3.28381	3.35949	3.28384	3.19205	3.14081	3.23929	4.07608	3.94149	3.93641	4.14662	3.92788	4.02415	3.95993	4.90595	0.323911	0.319739	0.314398	0.317779	0.327249	0.318958	0.319641	0.0420469	0.0393175	0.0360335	0.0380858	0.0443458	0.038823	0.0392555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61762	-0.769177	-1.07448	1.60656	-0.942061	-0.0371748	-0.181953	-0.991515	0.0420469	0.0393175	0.0360335	0.0380858	0.0443458	0.038823	0.0392555	0.04179857	1.265809	0.0821653	0.5317508	-0.470316	1.44081	-0.829664	-0.748949	-0.107697	-0.55231	-0.468475	-0.732299
