Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
500	-390.0069	-366.2976	-23.70938	0.586846	0.599875	0.617242	0.606155	0.576698	0.602364	0.600185	1.36409	1.37008	1.36877	1.27995	1.28873	1.34561	1.3721	1.3747	1.37406	1.27661	1.34341	1.32617	1.38821	1.32096	1.33185	1.28705	1.28256	1.34305	1.34178	1.27739	1.35519	2.05071	1.95	1.98849	1.99378	2.05446	2.05624	2.05639	1.94085	1.94865	1.98762	2.01323	2.05057	2.03894	1.96501	1.96459	2.02263	2.01948	2.00986	2.04619	1.95921	1.95238	1.99387	1.98924	1.95018	1.95013	2.01495	1.94927	1.94699	1.98847	1.94464	1.98719	1.97388	2.0408	2.00663	1.97681	2.6642	2.75301	2.62749	2.65953	2.66447	2.72974	2.63549	2.68169	2.67978	2.7097	2.73748	2.7287	2.63155	2.63186	2.67849	2.66662	2.60723	2.65692	2.6558	2.63279	2.66714	2.66344	2.60162	2.60288	2.65332	2.64822	2.6998	2.68768	2.64357	2.63766	2.70503	2.65102	2.64139	2.69292	2.63701	3.37652	3.38367	3.46508	3.34287	3.38483	3.38245	3.34636	3.38247	3.3	3.34546	3.34413	3.39686	3.32645	3.38466	3.37675	3.35827	3.40423	3.39256	3.32698	3.32164	3.38041	4.1553	4.0998	4.12468	4.17316	4.07508	4.13199	4.12254	4.97633	0.0734736	0.0751049	0.0772793	0.0758911	0.072203	0.0754166	0.0751437	0.0518648	0.0535131	0.0557335	0.0543129	0.0505942	0.0538297	0.0535524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.376976	0.865594	-0.548835	1.61707	0.439125	0.364381	0.308246	-0.922064	0.0518648	0.0535131	0.0557335	0.0543129	0.0505942	0.0538297	0.0535524	0.02757806	0.1230652	0.06115805	0.5983559	-0.0284248	-1.28219	-0.476781	0.636625	0.849998	-0.992866	-2.70702	0.0213644
510	-392.3029	-365.903	-26.39997	0.682585	0.697564	0.717523	0.704782	0.670912	0.700425	0.69792	1.45118	1.46398	1.47033	1.40999	1.42322	1.46137	1.44555	1.45325	1.46119	1.4012	1.43975	1.43795	1.48343	1.43938	1.4272	1.40883	1.41628	1.45628	1.44878	1.39736	1.45417	2.19199	2.12908	2.16016	2.17151	2.17393	2.18336	2.18999	2.1084	2.1211	2.15295	2.16113	2.1933	2.19347	2.1389	2.14786	2.18788	2.15193	2.15302	2.18506	2.12944	2.12639	2.15928	2.16537	2.13057	2.13937	2.18298	2.10906	2.11646	2.14979	2.12112	2.14674	2.14801	2.19473	2.16918	2.13492	2.88124	2.91789	2.83442	2.86337	2.87442	2.91707	2.85765	2.89275	2.90037	2.88211	2.90922	2.91046	2.83998	2.84898	2.88474	2.87904	2.84282	2.87904	2.88689	2.83393	2.86445	2.87035	2.82417	2.83354	2.87057	2.86025	2.8995	2.9005	2.86266	2.86823	2.91434	2.84712	2.84987	2.88941	2.85292	3.59926	3.62153	3.65262	3.57307	3.60706	3.61423	3.6013	3.59959	3.55035	3.58545	3.59312	3.62511	3.58191	3.62326	3.6273	3.5779	3.61516	3.61604	3.56681	3.57264	3.61469	4.35973	4.32925	4.36043	4.36669	4.30775	4.34933	4.3525	5.12101	0.344782	0.352348	0.36243	0.355994	0.338886	0.353793	0.352528	0.115879	0.108524	0.0996592	0.105201	0.122063	0.10719	0.108357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.605048	0.0267143	-0.374288	1.04086	-0.920417	-0.721798	0.304694	-1.15204	0.115879	0.108524	0.0996592	0.105201	0.122063	0.10719	0.108357	0.008800834	0.0840329	0.6933339	0.6958168	0.35705	0.629357	0.504151	0.109629	0.653312	-2.48508	-2.57733	1.42009
520	-393.0269	-365.1477	-27.87926	0.628498	0.597955	0.560473	0.583995	0.653808	0.592364	0.597255	1.32663	1.26981	1.21873	1.22244	1.19041	1.17444	1.45124	1.39488	1.31939	1.25048	1.2845	1.22171	1.23783	1.19925	1.30784	1.24141	1.2036	1.19049	1.22306	1.26695	1.25124	1.90381	1.83187	1.81115	1.77646	2.07953	2.00788	1.95355	1.89306	1.86046	1.84181	1.90263	1.89475	1.8296	1.83722	1.80039	1.78998	1.99736	1.93373	1.92817	1.86552	1.85045	1.83324	1.79096	1.83526	1.79744	1.7932	1.91629	1.87673	1.861	1.86334	1.87446	1.82233	1.83084	1.82997	1.89945	2.42199	2.64986	2.50859	2.4879	2.45271	2.51075	2.44619	2.4318	2.39189	2.62729	2.61215	2.54575	2.51211	2.47499	2.46265	2.44293	2.43749	2.42162	2.38128	2.53174	2.51515	2.4708	2.50197	2.46491	2.45118	2.47284	2.47082	2.41547	2.45407	2.411	2.41417	2.54907	2.49898	2.49813	2.48253	3.11044	3.04695	3.25356	3.13198	3.11886	3.07805	3.02871	3.1373	3.11348	3.09807	3.05757	3.07766	3.05797	3.05205	3.005	3.16396	3.16178	3.10545	3.12847	3.08594	3.08237	3.75269	3.71976	3.66569	3.79156	3.74734	3.74358	3.6955	4.38137	14.6639	13.9513	13.0768	13.6256	15.2544	13.8208	13.935	0.131941	0.111676	0.0899181	0.103185	0.150594	0.108218	0.111239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.22119	-0.880003	-0.396052	0.683733	-2.34061	-0.929875	-0.699219	-1.01282	0.131941	0.111676	0.0899181	0.103185	0.150594	0.108218	0.111239	0.006105751	0.08348552	1.877274	0.6013983	0.413643	-1.71238	0.409134	-0.309649	-1.48384	-1.21084	1.24368	1.37361
530	-391.0129	-366.4587	-24.55427	0.570669	0.525539	0.472181	0.505403	0.609205	0.517437	0.524521	1.56959	1.47411	1.37751	1.24979	1.19286	1.25798	1.77428	1.68777	1.56509	1.30774	1.47689	1.32895	1.43043	1.27222	1.51041	1.30671	1.21143	1.28816	1.3539	1.34671	1.42524	2.2067	1.93314	1.94926	1.88058	2.51045	2.3966	2.30283	2.05693	1.9966	2.01667	2.17012	2.18931	2.05571	1.96788	1.88312	1.95764	2.35866	2.23105	2.24853	2.02051	1.9788	2.00576	1.90425	1.93703	1.85194	1.94875	2.12331	2.02974	2.05869	1.98991	2.07891	1.94789	2.06015	2.01486	2.11669	2.64626	3.17261	2.78651	2.78686	2.71649	2.90143	2.64941	2.69069	2.59859	3.10951	3.09708	2.97111	2.79159	2.70764	2.75221	2.69401	2.57663	2.62644	2.53615	2.84466	2.85407	2.75264	2.71274	2.63138	2.68553	2.72836	2.79283	2.66193	2.67635	2.57138	2.68159	2.89695	2.77594	2.84168	2.72701	3.58683	3.44453	3.93993	3.57356	3.60578	3.51116	3.33921	3.64905	3.45149	3.49231	3.40094	3.52814	3.36945	3.45002	3.33639	3.6649	3.71497	3.58402	3.52725	3.42386	3.50807	4.52708	4.35869	4.27329	4.62994	4.37487	4.45523	4.33625	5.52458	0.23328	0.214832	0.19302	0.206601	0.249033	0.21152	0.214416	0.0916688	0.0970936	0.104626	0.0997773	0.0875815	0.0981521	0.0972251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530027	1.08681	-0.903344	0.669593	0.807002	-0.42234	-1.15637	0.141629	0.0916688	0.0970936	0.104626	0.0997773	0.0875815	0.0981521	0.0972251	0.06335232	0.1287084	0.8312382	0.5305559	0.35227	1.40127	-0.110748	-0.11471	-1.96281	-0.285234	0.804302	-2.23327
540	-390.1031	-368.2137	-21.8894	0.558733	0.552241	0.543914	0.549188	0.563964	0.551025	0.552088	1.93972	1.85515	1.75583	1.40135	1.37425	1.57489	2.17107	2.08913	1.95475	1.44039	1.78561	1.59498	1.86468	1.52693	1.78139	1.47063	1.37618	1.59748	1.66083	1.4782	1.76909	2.76804	2.22347	2.33901	2.29094	3.0899	2.97148	2.87678	2.30525	2.27209	2.39504	2.62744	2.75009	2.5841	2.29894	2.22274	2.4412	2.82758	2.67223	2.79211	2.32897	2.27348	2.40856	2.30194	2.23311	2.15601	2.41425	2.39228	2.29994	2.43885	2.26345	2.46565	2.30615	2.59376	2.45842	2.46917	3.18485	3.96041	3.20838	3.2969	3.24572	3.62365	3.1176	3.27796	3.18822	3.7708	3.837	3.68426	3.23233	3.15733	3.32386	3.23902	2.97761	3.15249	3.06577	3.28121	3.38622	3.27916	3.08146	3.01094	3.19383	3.22685	3.42978	3.26969	3.16781	3.05514	3.33829	3.3895	3.24752	3.45289	3.19438	4.32116	4.22077	4.93955	4.22471	4.36987	4.27548	4.02221	4.40171	3.9968	4.15655	4.06789	4.33899	4.00286	4.23318	4.10462	4.35674	4.53479	4.37435	4.14559	4.03574	4.27282	5.60223	5.29073	5.29133	5.75556	5.24673	5.47737	5.3393	6.95919	5.58721	5.52229	5.43902	5.49176	5.63952	5.51013	5.52077	0.111743	0.104204	0.0951608	0.100809	0.118114	0.10284	0.104033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.548959	-0.106265	-0.450163	0.822508	-0.980513	1.46349	-0.164071	1.73033	0.111743	0.104204	0.0951608	0.100809	0.118114	0.10284	0.104033	0.108781	0.1518011	0.5750832	0.552989	-0.107599	0.572161	-0.381589	-0.211461	-1.11918	-0.393709	0.370118	1.48515
550	-387.1503	-366.7765	-20.37378	0.761668	0.707427	0.642668	0.683072	0.807634	0.697639	0.706198	1.65056	1.56852	1.4933	1.50652	1.44778	1.42909	1.80076	1.72926	1.63577	1.55984	1.60616	1.51063	1.50838	1.47183	1.6499	1.5442	1.47069	1.45661	1.50999	1.59063	1.54847	2.35447	2.27151	2.23438	2.17096	2.58792	2.49804	2.42375	2.38699	2.32691	2.29152	2.37604	2.34091	2.25065	2.2789	2.20934	2.19488	2.51865	2.43075	2.39508	2.33033	2.30509	2.27237	2.19589	2.27271	2.20287	2.1973	2.42885	2.35559	2.32379	2.32418	2.33856	2.25021	2.25163	2.26051	2.38406	3.00453	3.30065	3.16972	3.12683	3.0627	3.11742	3.04308	3.01594	2.94325	3.31085	3.26311	3.17572	3.16595	3.0966	3.07091	3.03914	3.0205	2.99643	2.92436	3.20853	3.1694	3.09268	3.14093	3.07255	3.05033	3.08985	3.07251	2.98383	3.05321	2.97541	2.97564	3.22361	3.1391	3.12235	3.10388	3.93559	3.80673	4.08979	3.96766	3.93735	3.86359	3.77095	3.97624	3.92547	3.89823	3.82573	3.85566	3.82009	3.80853	3.72708	4.01967	3.99698	3.90816	3.94925	3.87208	3.86209	4.79066	4.72959	4.62312	4.84762	4.77333	4.76201	4.67844	5.66766	1.02189	0.949119	0.862236	0.916444	1.08356	0.935987	0.947471	0.0995337	0.100067	0.100763	0.10032	0.0991163	0.100167	0.100079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.569745	-1.35059	-0.0246531	1.17364	0.0749239	1.10245	-1.03695	0.19152	0.0995337	0.100067	0.100763	0.10032	0.0991163	0.100167	0.100079	0.02331491	0.1742375	0.1945421	0.71348	0.725781	-0.695704	-0.717248	0.336602	0.497913	-1.08463	-0.296174	0.346578
560	-392.3897	-366.9443	-25.44541	0.551211	0.545707	0.538635	0.543116	0.555643	0.544676	0.545578	1.87168	1.91194	1.97558	2.55986	2.62162	2.16266	1.77797	1.804	1.85945	2.47033	1.97397	2.15808	1.89401	2.25243	1.98667	2.38983	2.62715	2.13884	2.07467	2.39029	1.97647	2.87649	3.41067	3.24864	3.31336	2.72389	2.76877	2.81085	3.2694	3.31469	3.18106	2.98395	2.88879	3.00007	3.33761	3.48157	3.12821	2.85492	2.94601	2.86661	3.31496	3.34395	3.18081	3.30219	3.47569	3.602	3.18633	3.18106	3.2846	3.14347	3.44111	3.13129	3.31187	2.99217	3.13721	3.13926	4.33311	3.7866	4.2586	4.19571	4.24925	3.98452	4.46233	4.26151	4.37207	3.89341	3.85628	3.93759	4.30521	4.40398	4.22333	4.28919	4.67623	4.43723	4.53932	4.20498	4.13933	4.22533	4.51098	4.60203	4.38772	4.31602	4.1302	4.26495	4.43107	4.58214	4.22341	4.15742	4.28044	4.111	4.41779	5.46843	5.64778	5.11496	5.60722	5.48481	5.58173	5.88954	5.42395	5.86325	5.71719	5.80924	5.53434	5.9444	5.67618	5.81291	5.48593	5.36883	5.48514	5.76202	5.89167	5.64251	7.20426	7.50376	7.59752	7.09398	7.59778	7.39104	7.52793	9.91633	0.0554753	0.0549214	0.0542096	0.0546606	0.0559213	0.0548176	0.0549084	0.0223336	0.0212187	0.0198526	0.0207097	0.0232592	0.0210148	0.0211932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337028	1.35022	-0.461067	1.92846	-0.718776	-0.185569	-0.140873	1.68283	0.0223336	0.0212187	0.0198526	0.0207097	0.0232592	0.0210148	0.0211932	0.2131162	0.4313031	0.08828237	0.5463427	0.76592	0.376088	0.351964	-0.84905	-0.294281	-1.08463	-0.154069	-2.60692
570	-394.0822	-365.8129	-28.26922	0.532342	0.561838	0.602622	0.57639	0.510068	0.567581	0.562551	1.69047	1.70899	1.7095	1.50485	1.52312	1.66058	1.69683	1.70732	1.71432	1.50013	1.65019	1.61484	1.7494	1.60304	1.62507	1.52415	1.50876	1.6544	1.64975	1.50312	1.67718	2.5536	2.3377	2.42495	2.43602	2.54625	2.55803	2.5629	2.32136	2.33793	2.4242	2.47342	2.55397	2.53367	2.36954	2.36577	2.50065	2.4814	2.46602	2.54341	2.35693	2.34282	2.43587	2.42549	2.33365	2.33192	2.48202	2.33879	2.33365	2.42499	2.32215	2.41846	2.38941	2.53756	2.46205	2.39569	3.28265	3.45561	3.20524	3.27422	3.28514	3.41648	3.21473	3.31902	3.3142	3.36675	3.42652	3.41354	3.20868	3.20823	3.31193	3.28649	3.14843	3.26222	3.25959	3.21455	3.28768	3.28156	3.13948	3.14142	3.25516	3.24336	3.3557	3.33197	3.23075	3.21669	3.36839	3.24896	3.22983	3.34093	3.21613	4.27723	4.28713	4.44761	4.19917	4.29045	4.28548	4.20318	4.28679	4.10296	4.20326	4.20064	4.31438	4.15589	4.28642	4.26961	4.2308	4.32793	4.30635	4.1591	4.14681	4.27712	5.50516	5.38465	5.43326	5.53992	5.32568	5.44995	5.43014	6.98722	1.18376	1.24935	1.34004	1.28171	1.13423	1.26212	1.25093	0.0138336	0.0146882	0.0158781	0.0151117	0.0131913	0.0148552	0.0147089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.216256	0.691489	-0.534522	2.61673	0.841373	-0.146455	0.756914	0.987639	0.0138336	0.0146882	0.0158781	0.0151117	0.0131913	0.0148552	0.0147089	0.1073924	0.3409345	1.395842	0.5583563	-0.236817	-0.841944	0.581722	-0.435244	-1.91777	-2.71902	0.0991489	0.134929
580	-395.2525	-369.1838	-26.06872	0.591541	0.507624	0.416099	0.4721	0.667867	0.493187	0.5058	1.60287	1.54567	1.51224	2.08645	2.05488	1.61745	1.68824	1.6268	1.58008	2.08895	1.66359	1.7202	1.439	1.7576	1.74527	1.9873	2.09095	1.63148	1.63637	2.05943	1.58384	2.32788	2.77591	2.56762	2.53634	2.45658	2.40223	2.35252	2.82127	2.77535	2.58946	2.47868	2.32319	2.32443	2.70739	2.73705	2.38538	2.53698	2.52299	2.37939	2.76281	2.75725	2.54955	2.55968	2.82436	2.84072	2.4412	2.78743	2.78447	2.59368	2.87031	2.58509	2.63955	2.31693	2.47684	2.66328	3.4307	3.21799	3.61309	3.48053	3.4402	3.19558	3.60004	3.36484	3.3673	3.36743	3.25461	3.23332	3.63448	3.62805	3.40882	3.43029	3.77118	3.50759	3.50382	3.60547	3.47154	3.45448	3.79836	3.78633	3.5425	3.52217	3.30012	3.31908	3.57556	3.6091	3.25608	3.55721	3.56728	3.35804	3.63811	4.46493	4.43338	4.23002	4.63987	4.46454	4.45603	4.62391	4.4647	4.8391	4.64694	4.63502	4.3815	4.73757	4.45355	4.47502	4.58232	4.41194	4.41662	4.75315	4.76938	4.50061	5.74738	5.97766	5.8855	5.69898	6.12014	5.88387	5.90478	7.70798	0.419111	0.359655	0.294809	0.334486	0.473188	0.349426	0.358363	0.0582213	0.0565936	0.0545463	0.0558377	0.0595446	0.0562918	0.0565559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374514	-0.872838	0.161503	2.626	-0.397986	-0.496663	-2.14741	0.599652	0.0582213	0.0565936	0.0545463	0.0558377	0.0595446	0.0562918	0.0565559	0.1419005	0.3439313	0.5160539	0.5166608	-0.020403	-1.06733	0.713062	-0.879995	-1.5075	-0.707106	-1.09853	0.304001
590	-391.4807	-367.3215	-24.15918	0.789159	0.679461	0.559367	0.632909	0.888594	0.66055	0.677073	1.80326	1.67595	1.55668	1.68682	1.57279	1.48837	2.03076	1.91515	1.78437	1.79295	1.7693	1.63745	1.54903	1.58155	1.86784	1.74345	1.61676	1.53522	1.61624	1.84339	1.65614	2.51778	2.52708	2.42308	2.30673	2.87439	2.74517	2.6276	2.74943	2.63499	2.5302	2.60417	2.49708	2.37096	2.51689	2.3949	2.30833	2.8331	2.70878	2.60043	2.61971	2.57792	2.47574	2.35208	2.52207	2.40103	2.31985	2.80427	2.68248	2.57934	2.6254	2.58298	2.4529	2.36963	2.42638	2.68228	3.2814	3.61606	3.61717	3.50602	3.38978	3.3565	3.37073	3.2726	3.15076	3.70015	3.58594	3.46253	3.59637	3.47596	3.37729	3.33151	3.36538	3.27083	3.14982	3.66898	3.5591	3.43738	3.59022	3.47069	3.37573	3.42987	3.33377	3.20609	3.37328	3.24812	3.16659	3.65888	3.53267	3.4359	3.47535	4.44718	4.20139	4.53239	4.53326	4.42986	4.30819	4.19041	4.49889	4.51821	4.41807	4.2972	4.25955	4.28712	4.19796	4.07221	4.59282	4.49093	4.36422	4.51586	4.39148	4.30193	5.50103	5.47827	5.24557	5.56125	5.57076	5.47869	5.35201	6.75684	0.190343	0.163884	0.134918	0.152656	0.214327	0.159323	0.163308	0.137195	0.121414	0.103587	0.114579	0.15116	0.118648	0.121066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12386	0.684456	-0.91975	1.55358	-1.71515	0.631783	-2.10075	-1.09994	0.137195	0.121414	0.103587	0.114579	0.15116	0.118648	0.121066	0.06526147	0.4193638	0.2887056	0.6912877	-0.423268	0.272853	0.650619	-0.914749	-0.475686	-0.196637	-0.740798	-0.973875
