Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
200	-386.3312	-365.8734	-20.45782	0.656603	0.632488	0.602469	0.621364	0.676379	0.628041	0.631932	1.81241	1.77211	1.73434	1.70087	1.67046	1.69203	1.88247	1.84997	1.80478	1.73045	1.78652	1.73066	1.74596	1.70607	1.8051	1.7295	1.68074	1.70646	1.73608	1.7501	1.76031	2.65922	2.58616	2.57924	2.54554	2.77217	2.72919	2.6939	2.64927	2.6183	2.61017	2.66371	2.65222	2.60468	2.59418	2.55228	2.57054	2.73593	2.69099	2.67768	2.6189	2.60634	2.60199	2.55782	2.58167	2.54119	2.5672	2.67513	2.63364	2.62786	2.60715	2.63625	2.58287	2.60563	2.60047	2.65591	3.49382	3.6616	3.57741	3.5601	3.52658	3.56827	3.50231	3.5038	3.46222	3.66289	3.64121	3.59759	3.57008	3.53053	3.53121	3.51289	3.47469	3.48137	3.441	3.5989	3.58337	3.54205	3.54137	3.50309	3.50912	3.53441	3.53868	3.48885	3.50877	3.4624	3.48774	3.60691	3.55915	3.56243	3.5324	4.60441	4.53031	4.69295	4.60828	4.60209	4.56079	4.49471	4.62571	4.56689	4.56538	4.52523	4.56092	4.51382	4.52816	4.48101	4.64088	4.63676	4.58836	4.58605	4.54081	4.55455	5.85191	5.79956	5.74416	5.88539	5.81259	5.82262	5.77416	7.4012	0.216991	0.209021	0.199101	0.205345	0.223526	0.207552	0.208838	0.0769079	0.0712778	0.0645727	0.068754	0.081687	0.0702632	0.0711505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.112644	0.972352	-0.715092	-0.470302	-1.06707	-0.335511	-0.525205	-0.0994166	0.0769079	0.0712778	0.0645727	0.068754	0.081687	0.0702632	0.0711505	0.1030268	0.1156616	0.1673466	0.6352231	0.588784	0.914555	-1.49926	0.286528	-0.925531	0.136855	-0.179735	-1.34865
210	-394.2302	-367.1587	-27.07141	0.658847	0.648676	0.635692	0.643907	0.667017	0.646775	0.648438	1.54816	1.53923	1.53473	1.5909	1.58439	1.54399	1.5573	1.55013	1.54289	1.59417	1.55493	1.55891	1.52622	1.5607	1.56414	1.58541	1.5891	1.54668	1.54994	1.59378	1.54516	2.31098	2.35942	2.33573	2.33033	2.32772	2.31956	2.31367	2.36832	2.3616	2.33919	2.3306	2.31016	2.30963	2.35221	2.35141	2.31489	2.33783	2.33595	2.31654	2.35873	2.35933	2.33486	2.33399	2.36246	2.36064	2.32027	2.36609	2.36391	2.34061	2.36843	2.34198	2.34531	2.30876	2.3276	2.35078	3.13321	3.11057	3.1592	3.14145	3.13566	3.10774	3.15273	3.12543	3.12354	3.13082	3.11488	3.11234	3.15996	3.1572	3.13079	3.1341	3.16954	3.13956	3.13706	3.15923	3.14092	3.13811	3.17684	3.17349	3.14448	3.14698	3.1195	3.12041	3.14978	3.15035	3.11186	3.153	3.15306	3.12639	3.15691	3.99913	3.99141	3.97042	4.0202	3.99751	3.99512	4.01111	3.99951	4.04199	4.01721	4.01435	3.9871	4.02547	3.99261	3.99295	4.01517	3.99219	3.99211	4.03085	4.03053	3.99845	4.96943	4.9953	4.97972	4.96457	5.01257	4.98286	4.98357	6.15091	1.62103	1.59601	1.56406	1.58427	1.64113	1.59133	1.59542	0.0149212	0.0142176	0.0133525	0.0138956	0.0155041	0.0140887	0.0142014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952823	3.26889	-0.0175792	-1.01185	-0.678021	0.21334	-0.218381	-0.582852	0.0149212	0.0142176	0.0133525	0.0138956	0.0155041	0.0140887	0.0142014	0.0558899	0.2110407	0.0510191	0.6498392	-0.116153	-1.31562	-1.84131	-0.808705	0.584799	-1.78867	-0.396645	0.838021
220	-395.5947	-368.2052	-27.38946	0.593918	0.586784	0.577639	0.58343	0.599655	0.585448	0.586617	1.42886	1.44773	1.48383	1.96024	2.01917	1.61334	1.38491	1.39431	1.41967	1.87706	1.49032	1.61466	1.43236	1.68628	1.50103	1.80525	2.02533	1.59689	1.55327	1.80687	1.48828	2.17679	2.55184	2.41724	2.46218	2.10113	2.12021	2.13968	2.4486	2.47857	2.37196	2.24571	2.18391	2.2488	2.49104	2.60636	2.33367	2.17333	2.22296	2.17276	2.47817	2.4975	2.37384	2.45402	2.60622	2.7103	2.37946	2.38417	2.45488	2.34843	2.58108	2.3403	2.46488	2.24377	2.34507	2.3484	3.19262	2.86208	3.15303	3.10272	3.13477	2.97242	3.29145	3.14755	3.22234	2.92575	2.90148	2.94406	3.18298	3.24847	3.12422	3.16503	3.44273	3.27211	3.34168	3.1168	3.07008	3.12024	3.32101	3.38245	3.2371	3.18187	3.06232	3.14499	3.27089	3.38183	3.12388	3.08263	3.15589	3.05098	3.26583	3.9337	4.05514	3.73099	4.02911	3.94958	4.00934	4.21723	3.90895	4.18967	4.09814	4.15602	3.97986	4.26053	4.07917	4.16982	3.94803	3.87902	3.94542	4.13428	4.21962	4.05787	4.95242	5.13544	5.21546	4.8859	5.20355	5.07752	5.16364	6.39916	0.368195	0.363772	0.358103	0.361693	0.371751	0.362944	0.363668	0.0627912	0.071397	0.0843661	0.0758807	0.0567106	0.0731475	0.071613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607488	0.360327	0.113514	-0.735217	1.80281	0.569089	-0.169639	0.975504	0.0627912	0.071397	0.0843661	0.0758807	0.0567106	0.0731475	0.071613	0.08035239	0.2554198	1.042734	0.5876041	-0.249779	0.737402	-0.892817	-1.71257	-0.614943	-2.17572	1.26532	-2.18743
230	-387.4957	-367.3126	-20.18314	0.476529	0.433697	0.383735	0.414753	0.513482	0.426061	0.432737	1.3165	1.28391	1.26593	1.52845	1.50612	1.31243	1.35702	1.32628	1.29983	1.53614	1.3464	1.36925	1.22928	1.38255	1.3862	1.49253	1.52505	1.32156	1.32915	1.52806	1.30551	1.93237	2.14782	2.04617	2.02683	1.99911	1.96881	1.94376	2.17758	2.1518	2.05842	2.01161	1.9295	1.92883	2.11568	2.1212	1.95566	2.04103	2.03366	1.95677	2.14304	2.14303	2.03948	2.0404	2.16664	2.16648	1.98115	2.16433	2.15898	2.06231	2.19051	2.06295	2.08392	1.92508	2.00509	2.10096	2.75046	2.64726	2.84977	2.77972	2.75739	2.63638	2.83412	2.71724	2.71401	2.72744	2.6658	2.65513	2.85744	2.85022	2.73919	2.75205	2.91345	2.78357	2.77739	2.8479	2.77615	2.76605	2.93529	2.9253	2.80232	2.80218	2.68801	2.69498	2.82175	2.83137	2.66086	2.82298	2.826	2.71678	2.85214	3.58433	3.56115	3.46362	3.67301	3.58106	3.57411	3.65168	3.58493	3.77054	3.66965	3.66079	3.53862	3.71031	3.5689	3.57523	3.64758	3.55622	3.55751	3.72487	3.7286	3.59257	4.6027	4.7168	4.66114	4.57986	4.78912	4.66632	4.67344	6.07294	0.836698	0.761492	0.673769	0.72823	0.901581	0.748086	0.759807	0.0324582	0.0345742	0.0375315	0.0356253	0.0308727	0.0349885	0.0346256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237937	0.508152	-0.270341	-0.354078	0.88646	0.371792	-1.32197	-0.460108	0.0324582	0.0345742	0.0375315	0.0356253	0.0308727	0.0349885	0.0346256	0.1045346	0.1801595	0.1468242	0.4384324	1.22657	0.0894029	-1.28922	-0.442265	-0.812625	-0.680209	0.711947	-0.907541
240	-391.1582	-366.4645	-24.69368	0.471503	0.472487	0.473769	0.472954	0.47071	0.472672	0.47251	1.55822	1.49228	1.41326	1.12096	1.10716	1.26691	1.75749	1.68852	1.57541	1.14502	1.42497	1.2733	1.50855	1.22238	1.41647	1.1695	1.10602	1.28225	1.32868	1.17065	1.41756	2.22425	1.76644	1.86739	1.83671	2.49106	2.3919	2.31407	1.81578	1.79723	1.90607	2.09521	2.21017	2.07384	1.82961	1.7786	1.95721	2.25509	2.12676	2.24152	1.84872	1.80294	1.92048	1.84275	1.77877	1.72571	1.93663	1.88238	1.81664	1.93897	1.79767	1.96105	1.83923	2.0822	1.9648	1.95916	2.52973	3.17992	2.5207	2.60495	2.57144	2.89813	2.47199	2.60892	2.54508	3.00205	3.07161	2.94377	2.54874	2.49763	2.64126	2.5715	2.36443	2.50975	2.44747	2.57802	2.67722	2.59637	2.43215	2.38404	2.53742	2.55565	2.73269	2.60675	2.51481	2.43261	2.66817	2.67514	2.56585	2.7462	2.53177	3.391	3.33307	3.92924	3.3103	3.4395	3.37121	3.17598	3.45689	3.13224	3.26947	3.20545	3.42704	3.15496	3.34762	3.25065	3.41553	3.57665	3.44895	3.25522	3.1752	3.37507	4.36221	4.11239	4.13281	4.48835	4.07339	4.26976	4.16505	5.33841	0.620617	0.621911	0.623599	0.622526	0.619572	0.622155	0.621942	0.00996102	0.0104107	0.0110256	0.0106311	0.00961839	0.0104978	0.0104216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.659345	1.29691	-0.650458	-0.425236	0.619822	0.752248	0.0292611	-1.09536	0.00996102	0.0104107	0.0110256	0.0106311	0.00961839	0.0104978	0.0104216	0.07189043	0.1215448	0.07722459	0.4723714	-0.429836	-0.131398	-1.04739	-0.371092	0.241349	-2.24017	1.58385	-2.14521
250	-386.5659	-367.0736	-19.49226	0.472009	0.489309	0.512744	0.497734	0.458713	0.492642	0.489724	1.86123	1.76769	1.64943	1.1708	1.16806	1.42178	2.19408	2.08234	1.89989	1.19176	1.63507	1.40563	1.81429	1.3356	1.60825	1.23161	1.1591	1.43826	1.49793	1.22085	1.63877	2.62348	1.86933	2.0471	2.01842	3.04497	2.8865	2.76479	1.90869	1.89901	2.0916	2.38571	2.60293	2.38825	1.97193	1.91541	2.20532	2.62522	2.4225	2.64328	1.98854	1.91668	2.12175	2.02052	1.89547	1.83373	2.17466	2.00242	1.92118	2.13594	1.91106	2.16963	1.99651	2.40251	2.19922	2.1541	2.76862	3.82322	2.68974	2.8498	2.81641	3.36911	2.6661	2.89974	2.82045	3.4893	3.63629	3.43039	2.74882	2.69091	2.93749	2.82761	2.50776	2.74811	2.66959	2.77302	2.95955	2.8491	2.57644	2.52205	2.7771	2.78603	3.09312	2.90717	2.73663	2.62886	3.01591	2.94216	2.78664	3.10063	2.75094	3.73548	3.69656	4.64909	3.5993	3.82821	3.74122	3.45777	3.83681	3.3343	3.56804	3.48684	3.83797	3.409	3.72755	3.59337	3.75774	4.04702	3.85609	3.52975	3.42559	3.75799	4.8862	4.50272	4.57823	5.0843	4.42946	4.75873	4.61285	5.97199	0.0968481	0.100398	0.105206	0.102126	0.09412	0.101082	0.100483	0.00591132	0.00555159	0.00511662	0.00538874	0.00621324	0.00548625	0.0055434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.792398	-0.330702	-0.214341	-0.732179	-0.881251	0.65838	0.505276	-0.784856	0.00591132	0.00555159	0.00511662	0.00538874	0.00621324	0.00548625	0.0055434	0.09112414	0.08176594	0.006464216	0.4872807	-0.50561	0.3616	-0.799478	-0.624874	-0.225844	0.198831	-0.724272	-1.67732
260	-386.099	-364.9986	-21.10035	0.558975	0.502192	0.436929	0.477318	0.608551	0.492148	0.500928	1.58026	1.50057	1.42478	1.41972	1.35485	1.35736	1.72357	1.65479	1.56794	1.48176	1.54023	1.44007	1.43711	1.39715	1.58788	1.46683	1.37809	1.38618	1.44113	1.51723	1.48007	2.25239	2.16652	2.13261	2.06307	2.47881	2.39508	2.32248	2.29781	2.23198	2.19687	2.27816	2.2388	2.14941	2.17371	2.09358	2.0929	2.42363	2.33768	2.29599	2.22975	2.20306	2.17284	2.08896	2.1609	2.08244	2.09216	2.34234	2.26205	2.23024	2.21783	2.23989	2.14348	2.15023	2.1577	2.28905	2.90451	3.19241	3.08779	3.04058	2.97112	3.01328	2.93699	2.91455	2.8343	3.21318	3.15989	3.07566	3.07488	2.99749	2.97425	2.93985	2.90363	2.88796	2.80928	3.12659	3.08197	3.00151	3.03981	2.96409	2.94791	2.98957	2.97166	2.8795	2.94562	2.85901	2.86876	3.13454	3.04533	3.02629	3.00023	3.94029	3.79037	4.07064	3.96622	3.93409	3.854	3.74568	3.97902	3.91344	3.88757	3.80906	3.84144	3.79236	3.78749	3.69944	4.02009	3.99129	3.90085	3.93637	3.85113	3.84573	5.02852	4.96017	4.83607	5.084	4.99876	4.98879	4.89885	6.38822	3.44856	3.09823	2.6956	2.94478	3.75441	3.03627	3.09044	0.0225095	0.0206497	0.0184606	0.0198223	0.0241035	0.0203166	0.0206079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.160175	0.278107	-0.348028	-1.45884	-1.2104	0.999917	-1.50361	0.489389	0.0225095	0.0206497	0.0184606	0.0198223	0.0241035	0.0203166	0.0206079	0.09815255	0.05662026	0.02488371	0.5084351	1.16358	0.3616	-0.674531	-0.825534	0.376445	-0.38369	1.06697	0.228888
270	-386.285	-365.8867	-20.39823	0.59701	0.583562	0.566538	0.577291	0.607886	0.58106	0.583249	1.64633	1.62191	1.59856	1.56637	1.5482	1.56951	1.68918	1.66976	1.64185	1.5844	1.62834	1.59173	1.60769	1.57554	1.63816	1.58582	1.55394	1.57831	1.59693	1.59712	1.61347	2.43328	2.37706	2.37696	2.35642	2.5025	2.4762	2.45472	2.41549	2.39697	2.39584	2.43257	2.42892	2.39852	2.38361	2.35695	2.37549	2.4772	2.44874	2.44371	2.39792	2.39009	2.3918	2.36365	2.37363	2.34807	2.37232	2.4326	2.40642	2.40699	2.38852	2.41267	2.37779	2.3993	2.39252	2.42328	3.21563	3.32763	3.26417	3.25624	3.23589	3.26855	3.21754	3.22356	3.19728	3.32474	3.31365	3.28617	3.25929	3.23449	3.23982	3.22777	3.19652	3.20641	3.18102	3.27803	3.27137	3.24541	3.23754	3.21367	3.22296	3.23932	3.24721	3.21505	3.22227	3.19245	3.21598	3.28437	3.25371	3.2608	3.23576	4.21064	4.1649	4.27326	4.20925	4.20946	4.18344	4.13817	4.22431	4.17835	4.182	4.15681	4.18548	4.1479	4.16329	4.13299	4.23124	4.23285	4.2018	4.19287	4.16393	4.17878	5.35053	5.31177	5.27966	5.37307	5.31703	5.32907	5.29784	6.77145	0.96656	0.944787	0.917226	0.934635	0.984168	0.940737	0.944282	0.00147132	0.00153812	0.00162947	0.00157085	0.00142043	0.00155105	0.00153973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0910676	-0.0198729	-0.617171	-0.824979	0.623178	0.370784	-0.319782	-0.569801	0.00147132	0.00153812	0.00162947	0.00157085	0.00142043	0.00155105	0.00153973	0.09334432	0.08014782	0.0258494	0.5850959	0.041548	1.28516	-0.225669	-1.17483	-0.946565	-1.89961	0.284965	-0.358287
280	-387.7358	-366.0427	-21.69314	0.470432	0.48198	0.497411	0.487554	0.461465	0.484189	0.482255	1.64552	1.57873	1.49355	1.13607	1.13143	1.32575	1.87456	1.79836	1.6718	1.15438	1.48535	1.31621	1.61084	1.26248	1.46662	1.18525	1.12537	1.33879	1.38432	1.17823	1.48709	2.34881	1.79767	1.92896	1.90475	2.64434	2.53474	2.44932	1.83324	1.82321	1.96456	2.1806	2.33385	2.17961	1.87374	1.82718	2.04588	2.354	2.20895	2.36311	1.88744	1.83471	1.98582	1.90699	1.81464	1.76497	2.02152	1.90522	1.8408	1.99824	1.82783	2.0221	1.89091	2.18987	2.04207	2.01145	2.60908	3.36777	2.56065	2.67533	2.64771	3.04555	2.53185	2.70498	2.64246	3.13638	3.23681	3.09109	2.5996	2.55246	2.73421	2.65341	2.40876	2.58956	2.52831	2.62319	2.75632	2.67237	2.46598	2.42196	2.61284	2.6235	2.847	2.70882	2.5832	2.49934	2.78725	2.74332	2.62605	2.85392	2.59469	3.48934	3.44938	4.13949	3.386	3.55261	3.48464	3.2674	3.5634	3.18167	3.35512	3.29185	3.55489	3.23179	3.46926	3.36704	3.50449	3.71176	3.57079	3.32737	3.24615	3.49284	4.51095	4.22064	4.2696	4.65615	4.16527	4.40877	4.29766	5.51068	0.761266	0.779952	0.804923	0.788973	0.746755	0.783527	0.780397	0.0065504	0.00744859	0.00880225	0.00791658	0.00591596	0.00763131	0.00747113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.718514	-0.45689	-0.345195	-0.202939	1.80361	1.43674	0.340377	-0.449967	0.0065504	0.00744859	0.00880225	0.00791658	0.00591596	0.00763131	0.00747113	0.07611362	0.08015514	0.0280407	0.4806328	1.51602	-1.47348	-0.602057	-0.0730284	-0.810414	-0.558135	0.215077	-0.526941
290	-389.3741	-366.6878	-22.68629	0.631373	0.623121	0.612558	0.619245	0.637993	0.621577	0.622928	2.61406	2.4424	2.24456	1.60045	1.56044	1.90077	3.11707	2.93702	2.64836	1.66044	2.2943	1.93184	2.46854	1.81165	2.28139	1.71102	1.56262	1.94044	2.05572	1.72128	2.26609	3.63074	2.57631	2.79292	2.71453	4.30504	4.0496	3.8514	2.70103	2.65045	2.8867	3.33602	3.59555	3.26236	2.71958	2.59732	2.98541	3.73049	3.41543	3.67661	2.77042	2.66302	2.91851	2.733	2.60878	2.48045	2.94275	2.85623	2.69901	2.9668	2.65863	3.02456	2.73642	3.28175	3.01801	3.02756	3.80511	5.36147	3.806	3.98992	3.90485	4.66962	3.68858	3.98723	3.83372	4.94314	5.09903	4.78268	3.87634	3.75301	4.06846	3.90611	3.45226	3.76602	3.615	3.94265	4.16273	3.96727	3.61942	3.50219	3.83561	3.88239	4.27971	3.97792	3.7885	3.59315	4.11687	4.17213	3.91136	4.31714	3.83494	5.26487	5.12565	6.54774	5.09715	5.38289	5.21873	4.77389	5.42408	4.70154	5.00078	4.84583	5.34659	4.73899	5.16384	4.9325	5.34349	5.70886	5.40167	4.98129	4.79113	5.23392	6.94119	6.37708	6.41231	7.23986	6.30341	6.73994	6.49121	8.58039	4.34329	4.28652	4.21386	4.25986	4.38883	4.2759	4.2852	0.0162329	0.0149996	0.0135359	0.014448	0.0172825	0.0147778	0.0149718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.717742	-1.19729	-0.458474	-0.118108	-1.10905	-0.543883	-0.184664	-0.141897	0.0162329	0.0149996	0.0135359	0.014448	0.0172825	0.0147778	0.0149718	0.1494113	0.05922009	0.458301	0.6240665	0.400062	-0.446237	-0.756789	0.341662	-0.740047	-2.62705	0.545985	0.914283
